caso,script,bus_id,vm_pu,va_rad,pd_pu,qd_pu,pg_pu,qg_pu,bus_type
300bus.pwf,17,1,1.0728084791482886,0.9179443293750796,0.9,0.49,0.0,0.0,1
300bus.pwf,17,2,1.0772742700401252,0.9328915470982176,0.56,0.15,0.0,0.0,1
300bus.pwf,17,3,1.0264047758112662,0.9312319022502672,0.2,0.0,0.0,0.0,1
300bus.pwf,17,4,1.0522934701149862,0.8760137174889694,0.0,0.0,0.0,0.0,1
300bus.pwf,17,5,1.063350412394433,0.8974746630062811,3.53,1.3,0.0,0.0,1
300bus.pwf,17,6,1.0723018522510506,0.9248665787935605,1.2,0.41,0.0,0.0,1
300bus.pwf,17,7,1.026125721530942,0.9288770562927946,0.0,0.0,0.0,0.0,1
300bus.pwf,17,8,1.0491834987856234,0.8266895789097873,0.58,0.14,0.0,0.10000000995473773,2
300bus.pwf,17,9,1.0509397204046784,0.8608534602658082,0.96,0.43,0.0,0.0,1
300bus.pwf,17,10,1.064157496335625,0.8399162752230909,1.48,0.33,0.0,0.2000000099310944,2
300bus.pwf,17,11,1.0555284445364534,0.8477208187631992,0.83,0.21,0.0,0.0,1
300bus.pwf,17,12,1.0350975405851657,0.9056440093157007,0.0,0.0,0.0,0.0,1
300bus.pwf,17,13,1.0468755007124968,0.8014091057068072,0.58,0.1,0.0,0.0,1
300bus.pwf,17,14,1.0127571956778638,0.658365403612645,1.6,0.6,0.0,0.0,1
300bus.pwf,17,15,1.0361468619055585,0.5453317818190656,1.2670000000000001,0.23,0.0,0.0,1
300bus.pwf,17,16,1.029066505006234,0.6613463161487068,0.0,0.0,0.0,0.0,1
300bus.pwf,17,17,1.0683436439271485,0.46594037479936773,5.61,2.2,0.0,0.0,1
300bus.pwf,17,19,1.020421635317022,0.8146686122121908,0.0,0.0,0.0,0.0,1
300bus.pwf,17,20,1.048436291389543,0.7725543091577347,5.95,1.2,0.0,0.2000000098473724,2
300bus.pwf,17,21,1.0175274901985185,0.836811401853598,0.77,0.01,0.0,0.0,1
300bus.pwf,17,22,1.0452340789904306,0.7799068103249429,0.81,0.23,0.0,0.0,1
