caso,script,bus_id,vm_pu,va_rad,pd_pu,qd_pu,pg_pu,qg_pu,bus_type
300bus.pwf,15,1,1.0235655150670506,0.965714759462354,0.9,0.49,0.0,0.0,1
300bus.pwf,15,2,1.0322580803463937,0.9804902403753804,0.56,0.15,0.0,0.0,1
300bus.pwf,15,3,0.983363246491882,0.9800343613525209,0.2,0.0,0.0,0.0,1
300bus.pwf,15,4,1.0073043507451924,0.9192181658697521,0.0,0.0,0.0,0.0,1
300bus.pwf,15,5,1.0137600170141463,0.9432229181676783,3.53,1.3,0.0,0.0,1
300bus.pwf,15,6,1.026926571170569,0.9720389892303636,1.2,0.41,0.0,0.0,1
300bus.pwf,15,7,0.9820147374525116,0.977617842829636,0.0,0.0,0.0,0.0,1
300bus.pwf,15,8,1.014,0.8619745877998668,0.58,0.14,0.0,0.8540798546622363,2
300bus.pwf,15,9,1.0001059124626235,0.9031955839523398,0.96,0.43,0.0,0.0,1
300bus.pwf,15,10,1.019,0.8807469926502254,1.48,0.33,-5.169878828456423e-26,0.3252894585903233,2
300bus.pwf,15,11,1.004609126074359,0.8889824920427047,0.83,0.21,0.0,0.0,1
300bus.pwf,15,12,0.9894793961522995,0.9527492965122902,0.0,0.0,0.0,0.0,1
300bus.pwf,15,13,0.9962814220794792,0.8382551762252457,0.58,0.1,0.0,0.0,1
300bus.pwf,15,14,0.9767003294951995,0.6789436802429023,1.6,0.6,0.0,0.0,1
300bus.pwf,15,15,1.004947334012892,0.5553010857611246,1.2670000000000001,0.23,0.0,0.0,1
300bus.pwf,15,16,0.9859125614598893,0.6823619181234999,0.0,0.0,0.0,0.0,1
300bus.pwf,15,17,1.0521329454297987,0.46156620351298305,5.61,2.2,0.0,0.0,1
300bus.pwf,15,19,0.9686416051663065,0.855251536997091,0.0,0.0,0.0,0.0,1
300bus.pwf,15,20,0.999,0.8068482433564758,5.95,1.2,0.0,0.5337390676705409,2
300bus.pwf,15,21,0.9683436742479581,0.8780677284286619,0.77,0.01,0.0,0.0,1
300bus.pwf,15,22,0.9945391924005645,0.8152920772200809,0.81,0.23,0.0,0.0,1
300bus.pwf,15,23,1.0493852504785743,0.9184420139800644,0.21,0.07,0.0,0.0,1
300bus.pwf,15,24,1.003032080834126,0.9550132385837088,0.0,0.0,0.0,0.0,1
300bus.pwf,15,25,1.022484095737271,0.8747995813871382,0.45,0.12,0.0,0.0,1
300bus.pwf,15,26,0.9974435758942768,0.8193652715426675,0.28,0.09,0.0,0.0,1
300bus.pwf,15,27,0.973502024031316,0.7641028236618282,0.69,0.13,0.0,0.0,1
300bus.pwf,15,33,0.9963853053047592,0.3152853090040723,0.55,0.06,0.0,0.0,1
300bus.pwf,15,34,1.0019871520968324,0.46807508062056585,0.0,0.0,0.0,0.0,1
300bus.pwf,15,35,0.9735864453136646,0.15629585952413916,0.0,0.0,0.0,0.0,1
300bus.pwf,15,36,0.9925258240522415,0.2120496084182119,0.0,0.0,0.0,0.0,1
300bus.pwf,15,37,0.9901052768209776,0.2833000438305554,0.85,0.32,0.0,0.0,1
300bus.pwf,15,38,0.9918931284622424,0.2982018965423199,1.55,0.18,0.0,0.0,1
300bus.pwf,15,39,1.021623976788508,0.5169096263925687,0.0,0.0,0.0,0.0,1
300bus.pwf,15,40,0.9958988646458803,0.2945307231882103,0.46,-0.21,0.0,0.0,1
300bus.pwf,15,41,1.0023730823723043,0.32533174205440846,0.86,0.0,0.0,0.0,1
300bus.pwf,15,42,1.0065906304683163,0.4869562648295438,0.0,0.0,0.0,0.0,1
300bus.pwf,15,43,0.9782524019798434,0.27157070115712656,0.39,0.09,0.0,0.0,1
300bus.pwf,15,44,0.988244767939949,0.2968079798072867,1.95,0.29,0.0,0.0,1
300bus.pwf,15,45,0.9938832329286668,0.3615630858693094,0.0,0.0,0.0,0.0,1
300bus.pwf,15,46,1.0038051958595997,0.4100662407496042,0.0,0.0,0.0,0.0,1
300bus.pwf,15,47,0.9631133379975371,0.1997324796437226,0.58,0.11800000000000001,0.0,0.0,1
300bus.pwf,15,48,0.9834099839201715,0.2901975735217638,0.41,0.19,0.0,0.0,1
300bus.pwf,15,49,1.0139195429852623,0.05019375724382749,0.92,0.26,0.0,0.0,1
300bus.pwf,15,51,0.9891249285839611,0.20886784626186797,-0.05,0.05,0.0,0.0,1
300bus.pwf,15,52,0.9674909344828341,0.24926281049708535,0.61,0.28,0.0,0.0,1
300bus.pwf,15,53,0.9737040116577708,0.25822786641337925,0.69,0.03,0.0,0.0,1
300bus.pwf,15,54,0.983656905569248,0.2858337591023837,0.1,0.01,0.0,0.0,1
300bus.pwf,15,55,0.9917402879855624,0.3229464914941341,0.22,0.1,0.0,0.0,1
300bus.pwf,15,57,1.0245013571667487,0.5102316343011994,0.98,0.2,0.0,0.0,1
300bus.pwf,15,58,0.9901511386128509,0.5947786108261736,0.14,0.01,0.0,0.0,1
300bus.pwf,15,59,0.9777183623976364,0.6227959322134664,2.18,1.06,0.0,0.0,1
300bus.pwf,15,60,0.9940903694449694,0.5053820090502701,0.0,0.0,0.0,0.0,1
300bus.pwf,15,61,0.9888621949758769,0.662090946622332,2.27,1.1,0.0,0.0,1
300bus.pwf,15,62,1.004158720641318,0.7351586847887499,0.0,0.0,0.0,0.0,1
300bus.pwf,15,63,0.958,0.41990095158180796,0.7,0.3,0.0,0.34920418069502374,2
300bus.pwf,15,64,0.9424452308635339,0.5072463883706851,0.0,0.0,0.0,0.0,1
300bus.pwf,15,69,0.9602274006855644,0.15830737641286094,0.0,0.0,0.0,0.0,1
300bus.pwf,15,70,0.9475805213084548,-0.009839389896383695,0.56,0.2,0.0,0.0,1
300bus.pwf,15,71,0.9758513403092969,0.0829842387914731,1.16,0.38,0.0,0.0,1
300bus.pwf,15,72,0.9672416000454207,0.12541009188108934,0.57,0.19,0.0,0.0,1
300bus.pwf,15,73,0.9691311715900903,0.15694393075837582,2.24,0.71,0.0,0.0,1
300bus.pwf,15,74,0.9824123925773848,0.22446093348575108,0.0,0.0,0.0,0.0,1
300bus.pwf,15,76,0.963,0.14102853697152537,2.08,1.07,0.0,0.6540545097931889,2
300bus.pwf,15,77,0.9818890137645916,0.16991065288700907,0.74,0.28,0.0,0.0,1
300bus.pwf,15,78,0.9879733654798507,0.18553955962170648,0.0,0.0,0.0,0.0,1
300bus.pwf,15,79,0.978229415537608,0.16980389762908343,0.48,0.14,0.0,0.0,1
300bus.pwf,15,80,0.9851512434256042,0.1698488696643149,0.28,0.07,0.0,0.0,1
300bus.pwf,15,81,1.0206936319889917,0.2787126435610986,0.0,0.0,0.0,0.0,1
300bus.pwf,15,84,1.025,0.30598787112849624,0.37,0.13,3.75,1.3880346679272682,2
300bus.pwf,15,85,0.9786522155414639,0.3426786891341632,0.0,0.0,0.0,0.0,1
300bus.pwf,15,86,0.9771768114937347,0.42687140363539616,0.0,0.0,0.0,0.0,1
300bus.pwf,15,87,0.9686877931184241,0.6058549520082845,0.0,0.0,0.0,0.0,1
300bus.pwf,15,88,1.0030148046447829,0.2420118342404143,0.0,0.0,0.0,0.0,1
300bus.pwf,15,89,1.0122869320630348,0.42759962594203316,0.442,0.0,0.0,0.0,1
300bus.pwf,15,90,1.006531551908333,0.36241819837662376,0.66,0.0,0.0,0.0,1
300bus.pwf,15,91,1.052,0.48395352915026496,0.174,0.0,1.55,0.737867609896526,2
300bus.pwf,15,92,1.052,0.48711187159844616,0.158,0.0,2.9,0.520344836757083,2
300bus.pwf,15,94,0.979527090226928,0.5580507514531303,0.603,0.0,0.0,0.0,1
300bus.pwf,15,97,1.0142832755772146,0.4194836472928475,0.39899999999999997,0.0,0.0,0.0,1
300bus.pwf,15,98,1.0,0.401656797834495,0.667,0.0,0.68,-0.03029395852246201,2
300bus.pwf,15,99,0.9887126677258422,0.28172674539438275,0.835,0.0,0.0,0.0,1
300bus.pwf,15,100,1.0030757587220707,0.4040985294314355,0.0,0.0,0.0,0.0,1
