caso,script,bus_id,vm_pu,va_rad,pd_pu,qd_pu,pg_pu,qg_pu,bus_type
300bus.pwf,19,1,1.0659448782887508,0.8582205401341026,0.9,0.49,0.0,0.0,1
300bus.pwf,19,2,1.0602062003347192,0.8776038901658707,0.56,0.15,0.0,0.0,1
300bus.pwf,19,3,1.0112218321136086,0.8723987443354136,0.2,0.0,0.0,0.0,1
300bus.pwf,19,4,1.1000000092135216,0.8212284888570768,0.0,0.0,0.0,0.0,1
300bus.pwf,19,5,1.0547891797030235,0.837628645660826,3.53,1.3,0.0,0.0,1
300bus.pwf,19,6,1.0483184050319996,0.8692585245768447,1.2,0.41,0.0,0.0,1
300bus.pwf,19,7,1.0133064022565728,0.8703735498991546,0.0,0.0,0.0,0.0,1
300bus.pwf,19,8,1.0436380224449995,0.7707655547896716,0.58,0.14,0.0,0.09999994099127699,2
300bus.pwf,19,9,1.0363120196411504,0.8003807770590562,0.96,0.43,0.0,0.0,1
300bus.pwf,19,10,1.0999993098018463,0.7849280888963501,1.48,0.33,0.0,0.19999992353272633,2
300bus.pwf,19,11,1.035621008773227,0.7870356018187997,0.83,0.21,0.0,0.0,1
300bus.pwf,19,12,1.0295322121869914,0.8471157144820096,0.0,0.0,0.0,0.0,1
300bus.pwf,19,13,0.9842773286468626,0.73829461657014,0.58,0.1,0.0,0.0,1
300bus.pwf,19,14,1.0357689457819514,0.6094236797127129,1.6,0.6,0.0,0.0,1
300bus.pwf,19,15,1.0856037480375134,0.5071430418827693,1.2670000000000001,0.23,0.0,0.0,1
300bus.pwf,19,16,1.0536817352930326,0.6195711022947302,0.0,0.0,0.0,0.0,1
300bus.pwf,19,17,1.0999998387120378,0.4325366471716681,5.61,2.2,0.0,0.0,1
300bus.pwf,19,19,1.0359143174077763,0.7582892390399217,0.0,0.0,0.0,0.0,1
300bus.pwf,19,20,0.9446313680872013,0.7032869287265571,5.95,1.2,0.0,0.199999882291878,2
300bus.pwf,19,21,1.036452619367734,0.7789262184334178,0.77,0.01,0.0,0.0,1
300bus.pwf,19,22,0.958394854960283,0.7069667447971304,0.81,0.23,0.0,0.0,1
300bus.pwf,19,23,1.075604881061938,0.7955784357813093,0.21,0.07,0.0,0.0,1
300bus.pwf,19,24,1.078520098966478,0.839869199872589,0.0,0.0,0.0,0.0,1
300bus.pwf,19,25,1.041469180036279,0.7554019313023435,0.45,0.12,0.0,0.0,1
300bus.pwf,19,26,1.00226825986175,0.7047069742434714,0.28,0.09,0.0,0.0,1
300bus.pwf,19,27,0.9543566199524384,0.6519871757559385,0.69,0.13,0.0,0.0,1
300bus.pwf,19,33,1.0303176964142735,0.30033513336114254,0.55,0.06,0.0,0.0,1
300bus.pwf,19,34,1.0579439875327723,0.4351749267810736,0.0,0.0,0.0,0.0,1
300bus.pwf,19,35,0.9952088353424652,0.1464907554744965,0.0,0.0,0.0,0.0,1
300bus.pwf,19,36,1.0952529610511945,0.19934524342422097,0.0,0.0,0.0,0.0,1
300bus.pwf,19,37,1.006424747588593,0.2765736216476147,0.85,0.32,0.0,0.0,1
300bus.pwf,19,38,1.0244052602677178,0.28574933871089564,1.55,0.18,0.0,0.0,1
300bus.pwf,19,39,1.0761585883722615,0.47830299637471757,0.0,0.0,0.0,0.0,1
300bus.pwf,19,40,1.0282271965122989,0.28175509884344047,0.46,-0.21,0.0,0.0,1
300bus.pwf,19,41,1.0283658480000821,0.3099681285516696,0.86,0.0,0.0,0.0,1
300bus.pwf,19,42,1.0647954240980442,0.45116329479174083,0.0,0.0,0.0,0.0,1
300bus.pwf,19,43,1.04513832413043,0.2603550311636717,0.39,0.09,0.0,0.0,1
300bus.pwf,19,44,1.0808118009989662,0.28014693417536246,1.95,0.29,0.0,0.0,1
300bus.pwf,19,45,0.9884782981938115,0.3379891104943955,0.0,0.0,0.0,0.0,1
300bus.pwf,19,46,1.0776640647658065,0.3787383089455617,0.0,0.0,0.0,0.0,1
300bus.pwf,19,47,1.0293866578135435,0.19436934448507626,0.58,0.11800000000000001,0.0,0.0,1
300bus.pwf,19,48,1.0458554571423275,0.27572714521811653,0.41,0.19,0.0,0.0,1
300bus.pwf,19,49,0.9018158317861797,0.0634699054779077,0.92,0.26,0.0,0.0,1
300bus.pwf,19,51,0.9658827711472665,0.21582906186579123,-0.05,0.05,0.0,0.0,1
300bus.pwf,19,52,0.9816614442158054,0.25101216191161396,0.61,0.28,0.0,0.0,1
300bus.pwf,19,53,1.041808657820436,0.24950790990126012,0.69,0.03,0.0,0.0,1
300bus.pwf,19,54,1.0525584266368266,0.27522799868382586,0.1,0.01,0.0,0.0,1
300bus.pwf,19,55,1.032116627582675,0.31702765438838615,0.22,0.1,0.0,0.0,1
300bus.pwf,19,57,1.0903911535152475,0.48564743139766053,0.98,0.2,0.0,0.0,1
300bus.pwf,19,58,1.0683512692249253,0.5548384482811961,0.14,0.01,0.0,0.0,1
300bus.pwf,19,59,1.0595831507991336,0.5779736715935503,2.18,1.06,0.0,0.0,1
300bus.pwf,19,60,1.028148777166082,0.4740752622531946,0.0,0.0,0.0,0.0,1
300bus.pwf,19,61,1.071047847497238,0.6112753296604893,2.27,1.1,0.0,0.0,1
300bus.pwf,19,62,1.0936742722066817,0.6743548413772325,0.0,0.0,0.0,0.0,1
300bus.pwf,19,63,1.0999999747159073,0.41051742101589256,0.7,0.3,0.0,0.24999955710037464,2
300bus.pwf,19,64,1.0361200960957209,0.4835772186422987,0.0,0.0,0.0,0.0,1
300bus.pwf,19,69,1.0319592815324292,0.14327347202294685,0.0,0.0,0.0,0.0,1
300bus.pwf,19,70,0.9594384267927762,-0.011096028999379712,0.56,0.2,0.0,0.0,1
300bus.pwf,19,71,0.9870734170388639,0.0795878272582769,1.16,0.38,0.0,0.0,1
300bus.pwf,19,72,0.990429386613309,0.11653371344561643,0.57,0.19,0.0,0.0,1
300bus.pwf,19,73,0.9749035467563334,0.15472542335777334,2.24,0.71,0.0,0.0,1
300bus.pwf,19,74,1.0689926314953604,0.20813174463896242,0.0,0.0,0.0,0.0,1
300bus.pwf,19,76,0.9818560735351011,0.1334112129020309,2.08,1.07,0.0,0.3499999259396925,2
300bus.pwf,19,77,1.0141358065580046,0.15592177621255243,0.74,0.28,0.0,0.0,1
300bus.pwf,19,78,1.0243086336380942,0.17004052784077678,0.0,0.0,0.0,0.0,1
300bus.pwf,19,79,1.0100949788712201,0.15751221524456518,0.48,0.14,0.0,0.0,1
300bus.pwf,19,80,1.0226858992957961,0.15268952169635008,0.28,0.07,0.0,0.0,1
300bus.pwf,19,81,1.0752254637049314,0.25653495661728476,0.0,0.0,0.0,0.0,1
300bus.pwf,19,84,1.0930086950716689,0.2789394220942653,0.37,0.13,3.75,2.399999929475738,2
300bus.pwf,19,85,1.0713859995461468,0.3116358879954984,0.0,0.0,0.0,0.0,1
300bus.pwf,19,86,1.0999999714601776,0.38713980351751975,0.0,0.0,0.0,0.0,1
300bus.pwf,19,87,1.0712775334354623,0.5426747082398733,0.0,0.0,0.0,0.0,1
300bus.pwf,19,88,1.1000000019338105,0.2242640844280828,0.0,0.0,0.0,0.0,1
300bus.pwf,19,89,1.0627176757105041,0.3957723407015997,0.442,0.0,0.0,0.0,1
300bus.pwf,19,90,1.0465327159373972,0.3415653829460925,0.66,0.0,0.0,0.0,1
300bus.pwf,19,91,1.100000006667294,0.4410775686635103,0.174,0.0,1.55,0.7483375362375227,2
300bus.pwf,19,92,1.1000000071001927,0.45076120703660394,0.158,0.0,2.9,0.3599216017715865,2
300bus.pwf,19,94,1.0043866346327677,0.5023354017059437,0.603,0.0,0.0,0.0,1
