caso,script,branch_id,f_bus,t_bus,pf_pu,qf_pu,pt_pu,qt_pu,loss_p_pu,loss_q_pu
500bus.pwf,18,1,242,287,-0.8828039464663245,-0.06147607773810744,0.8884542174901618,0.09414982934880019,0.0056502710238373055,0.03267375161069275
500bus.pwf,18,2,325,324,-1.035000000000014,-0.2759136824510251,1.035655746689773,0.2804494164484397,0.0006557466897589848,0.004535733997414582
500bus.pwf,18,3,2,1,-0.4279999999999748,-0.11409626115452799,0.4281036419452124,0.11470907587287972,0.00010364194523759807,0.0006128147183517285
500bus.pwf,18,4,38,37,-0.0012899999999950926,-0.00032990902216204344,0.0012900009699640866,0.00032991581600220056,9.699689940134704e-10,6.793840157115483e-9
500bus.pwf,18,5,423,496,-1.9014938925183618,-0.21730171387102223,1.9155784657892183,0.3410612577570462,0.014084573270856549,0.12375954388602398
500bus.pwf,18,6,77,76,-0.06951000000001091,-0.018531330276923098,0.06951360524495971,0.018548514586208865,3.6052449488011007e-6,1.7184309285767085e-5
500bus.pwf,18,7,294,293,-0.25610000000000077,-0.06829075462465611,0.25614735494389584,0.0685322486913556,4.7354943895072665e-5,0.00024149406669948803
500bus.pwf,18,8,27,382,0.4102455243540068,0.2572158179411622,-0.40945718248134594,-0.26099483856222594,0.0007883418726608582,-0.0037790206210637223
500bus.pwf,18,9,377,376,-0.9038999999999906,-0.24096499488055712,0.9043533107435071,0.243994924251553,0.0004533107435165107,0.0030299293709958874
500bus.pwf,18,10,46,156,0.3879584115882644,0.13202920842868474,-0.3867694357310485,-0.13982236030955122,0.0011889758572158904,-0.007793151880866489
500bus.pwf,18,11,387,470,0.9080442651636093,0.1552774789036313,-0.9062338854055639,-0.1456100881894251,0.0018103797580453218,0.009667390714206192
500bus.pwf,18,12,495,449,-0.40121469464893295,-0.09909890953861536,0.4015233092386458,0.09634615396118976,0.0003086145897128745,-0.002752755577425603
500bus.pwf,18,13,365,374,0.2966400972841251,0.04409886204303745,-0.29637701143775563,-0.050113553531845406,0.00026308584636947074,-0.006014691488807955
500bus.pwf,18,14,263,491,0.9903560392566694,0.1040549863969829,-0.9869335967369605,-0.08190250779213452,0.0034224425197089126,0.02215247860484837
