caso,script,bus_id,vm_pu,va_rad,pd_pu,qd_pu,pg_pu,qg_pu,bus_type
500bus.pwf,18,1,1.0031927534893785,-0.15827711579036394,0.0,0.0,0.0,0.0,1
500bus.pwf,18,2,1.002607964013384,-0.15955291147043962,0.428,0.11410000000000001,0.0,0.0,1
500bus.pwf,18,3,1.0002950226480687,-0.1818967997746318,0.0,0.0,0.0,0.0,1
500bus.pwf,18,4,0.9981179371081099,-0.18632790879913974,1.327,0.3538,0.0,0.0,1
500bus.pwf,18,5,0.9983297703211156,0.01514134284821989,0.0,0.0,0.0,0.0,1
500bus.pwf,18,6,0.998280258012982,0.015031415331443164,0.03213,0.00857,0.0,0.0,1
500bus.pwf,18,7,1.0328992572352242,-0.09033842447872849,0.0,0.0,0.0,0.0,1
500bus.pwf,18,8,1.021142733039379,-0.12183688249601463,0.0,0.0,0.0,0.0,1
500bus.pwf,18,9,1.0553572376782119,-0.04230157721907641,0.0,0.0,7.718,3.5969997970979763,2
500bus.pwf,18,10,0.9892138689274381,-0.21654414307454808,0.0,0.0,0.0,0.0,1
500bus.pwf,18,11,0.9891763402961461,-0.21662062812362898,0.02472,0.00659,0.0,0.0,1
500bus.pwf,18,12,0.9717720589375954,-0.23196811223325553,0.0,0.0,0.0,0.0,1
500bus.pwf,18,13,0.9712131890306238,-0.23313666944527522,0.3716,0.09910000000000001,0.0,0.0,1
500bus.pwf,18,14,1.0088298168485206,-0.04582300633142603,0.0,0.0,0.0,0.0,1
500bus.pwf,18,15,1.0028103331239646,-0.08945420843786724,0.0,0.0,0.0,0.0,1
500bus.pwf,18,16,1.0137173282838754,0.006303662748225037,0.0,0.0,4.444,0.4072656125998475,2
500bus.pwf,18,17,1.0123415502871986,0.0,0.0,0.0,6.517460881512069,0.5001874451824243,3
500bus.pwf,18,18,1.016894129227234,0.032590339641134954,0.0,0.0,1.5759999999999998,0.17828539326377468,2
500bus.pwf,18,19,0.9855700750278505,-0.22232456048583701,0.0,0.0,0.0,0.0,1
500bus.pwf,18,20,0.9854973787108787,-0.2224995267517807,0.045419999999999995,0.012110000000000001,0.0,0.0,1
500bus.pwf,18,21,0.9884111002782882,-0.18646470349574756,0.0,0.0,0.0,0.0,1
500bus.pwf,18,22,0.9862392350313351,-0.1910675808415459,1.4869999999999999,0.39649999999999996,0.0,0.0,1
500bus.pwf,18,23,1.0032767959105369,-0.10749339157556291,0.0,0.0,0.0,0.0,1
500bus.pwf,18,24,0.9888564166901936,-0.1562833820937865,0.0,0.0,0.0,0.0,1
500bus.pwf,18,25,0.9888200481403542,-0.15636431612231125,0.02283,0.00609,0.0,0.0,1
500bus.pwf,18,26,0.9885149362902897,-0.1570765131479766,0.21660000000000001,0.05777,0.0,0.0,1
500bus.pwf,18,27,1.0072566435049835,-0.2582696966609513,0.0,0.0,0.0,0.0,1
500bus.pwf,18,28,1.0061615773619264,-0.2606164644313839,0.6293,0.1678,0.0,0.0,1
500bus.pwf,18,29,0.9878188394651386,-0.22687326012052136,0.0,0.0,0.0,0.0,1
500bus.pwf,18,30,0.9862973532473553,-0.2300891454363061,0.9997,0.2666,0.0,0.0,1
500bus.pwf,18,31,0.989910802345125,-0.27393303252301593,0.0,0.0,0.0,0.0,1
500bus.pwf,18,32,0.9897588496300675,-0.27425819112848654,0.09765,0.02604,0.0,0.0,1
500bus.pwf,18,33,0.977851847946384,-0.2406209785050478,0.0,0.0,0.0,0.0,1
500bus.pwf,18,34,0.9774679678317179,-0.2414362912139803,0.25,0.06666,0.0,0.0,1
500bus.pwf,18,35,0.974929559228999,-0.2518936939080907,0.0,0.0,0.0,0.0,1
500bus.pwf,18,36,0.9743098023962031,-0.25320559428950007,0.4335,0.11560000000000001,0.0,0.0,1
500bus.pwf,18,37,0.9988193556327293,0.022877473866274253,0.0,0.0,0.0,0.0,1
500bus.pwf,18,38,0.9988173880032712,0.022872711140727014,0.0012900000000000001,0.00034,0.0,0.0,1
500bus.pwf,18,39,1.006014032416018,-0.10391133274981618,0.0,0.0,0.0,0.0,1
500bus.pwf,18,40,0.9994716373562214,-0.12567937324158038,0.0,0.0,0.0,0.0,1
500bus.pwf,18,41,0.9984953261090046,-0.1278609405642725,0.5799,0.15460000000000002,0.0,0.0,1
500bus.pwf,18,42,0.9828788979191475,-0.20842620309794402,0.0,0.0,0.0,0.0,1
500bus.pwf,18,43,0.9828165184265916,-0.20856355978212981,0.044610000000000004,0.011899999999999999,0.0,0.0,1
500bus.pwf,18,44,1.0055593968634018,-0.14011804437021935,0.0,0.0,0.0,0.0,1
500bus.pwf,18,45,1.0055256503112833,-0.14019249779661533,0.02031,0.00542,0.0,0.0,1
500bus.pwf,18,46,0.9739627301431256,-0.20246644213121837,0.0,0.0,0.0,0.0,1
500bus.pwf,18,47,0.9732821112127698,-0.20397465726745748,0.4341,0.1158,0.0,0.0,1
500bus.pwf,18,48,0.9832085133206863,-0.29104741977424103,0.0,0.0,0.0,0.0,1
500bus.pwf,18,49,0.98292700944019,-0.287278816757148,0.0,0.0,0.013000000000000001,-0.0015900083771799,2
500bus.pwf,18,50,0.9828605050804203,-0.2866233401431298,0.0,0.0,0.026000000000000002,-0.003170008377452971,2
500bus.pwf,18,51,0.9832015888472808,-0.29106003721684937,0.0035399999999999997,0.00094,0.0,0.0,1
500bus.pwf,18,52,0.982847624697424,-0.29181621531029567,0.2339,0.06237,0.0,0.0,1
500bus.pwf,18,53,0.9963717536345995,-0.20252780369305964,0.0,0.0,0.0,0.0,1
500bus.pwf,18,54,0.9958480461072818,-0.2035381248225319,0.3481,0.09282,0.0,0.0,1
500bus.pwf,18,55,0.9869653925906245,-0.19717958930173898,0.0,0.0,0.0,0.0,1
500bus.pwf,18,56,0.9869304729439297,-0.19725216908479745,0.02253,0.00601,0.0,0.0,1
500bus.pwf,18,57,0.9937061388839737,-0.1443586579404206,0.0,0.0,0.0,0.0,1
500bus.pwf,18,58,0.9852277822907675,-0.19216723216430762,0.0,0.0,0.0,0.0,1
