caso,script,branch_id,f_bus,t_bus,pf_pu,qf_pu,pt_pu,qt_pu,loss_p_pu,loss_q_pu
500bus.pwf,19,1,242,287,-0.8828038674590875,-0.06147557882899907,0.888454137126331,0.09414931824034806,0.005650269667243579,0.03267373941134899
500bus.pwf,19,2,325,324,-1.0350000099998184,-0.275913684852373,1.0356557567112135,0.2804494189994279,0.0006557467113950111,0.004535734147054882
500bus.pwf,19,3,2,1,-0.4280000099992718,-0.11409626383632317,0.4281036521022641,0.11470907948753224,0.00010364210299229626,0.0006128156512090754
500bus.pwf,19,4,38,37,-0.0012900099998243166,-0.0003299113078560871,0.0012900109697933106,0.00032991810178150934,9.699689940134704e-10,6.793925422243774e-9
500bus.pwf,19,5,423,496,-1.9014939213883508,-0.21730285852278863,1.9155784938759046,0.34106239195162014,0.014084572487553793,0.1237595334288315
500bus.pwf,19,6,77,76,-0.06951000999981484,-0.018531332640089476,0.06951361524665368,0.018548516958356503,3.605246838844778e-6,1.7184318267027265e-5
500bus.pwf,19,7,294,293,-0.25610000999965454,-0.0682907571725751,0.25614736491544765,0.06853225109608602,4.7354915793107466e-5,0.00024149392351091592
500bus.pwf,19,8,27,382,0.4102449923741963,0.2572153209885821,-0.4094566527299289,-0.2609943609682512,0.0007883396442673885,-0.0037790399796691077
500bus.pwf,19,9,377,376,-0.9039000099998108,-0.24096499738452382,0.9043533207371314,0.24399492671408085,0.00045331073732057803,0.003029929329557035
500bus.pwf,19,10,46,156,0.38795835133239603,0.13202911036576487,-0.38676937597729427,-0.13982226691063387,0.0011889753551017623,-0.0077931565448690066
500bus.pwf,19,11,387,470,0.908044287845311,0.15527754014887363,-0.9062339077982506,-0.14561014615844725,0.001810380047060356,0.009667393990426376
500bus.pwf,19,12,495,449,-0.40121453514114647,-0.09909890021404448,0.40152314950080603,0.09634614262270629,0.00030861435965956474,-0.002752757591338195
500bus.pwf,19,13,365,374,0.29664031229658794,0.04410084769572928,-0.29637722566057234,-0.05011553574327218,0.000263086636015597,-0.006014688047542904
500bus.pwf,19,14,263,491,0.9903558771680463,0.10405344226926894,-0.986933437028223,-0.08190098741101104,0.0034224401398232907,0.022152454858257897
500bus.pwf,19,15,285,487,1.0746396202736173,-0.20732730701935032,-1.0707852099834256,0.23422254842451784,0.0038544102901916233,0.026895241405167525
500bus.pwf,19,16,401,5,1.2057663242282919,-0.15320969116819375,-1.1984966172105058,0.20796137743831314,0.0072697070177860645,0.05475168627011939
500bus.pwf,19,17,237,236,-0.027120009999802453,-0.007229022060243103,0.02712057499381314,0.007231738558686181,5.649940106877693e-7,2.716498443078308e-6
500bus.pwf,19,18,133,369,-0.31897438869575967,-0.07540207653424386,0.31963343501171937,0.061516072096699015,0.0006590463159596993,-0.013886004437544841
500bus.pwf,19,19,493,380,0.8599327444432502,0.09050331692396962,-0.8573148714046067,-0.07560872412369501,0.00261787303864347,0.014894592800274609
500bus.pwf,19,20,322,208,1.272907209858201,-0.5465554617701505,-1.267213481614077,0.5926017399354995,0.005693728244124063,0.04604627816534901
500bus.pwf,19,21,178,176,-0.06813000999981991,-0.018156922870963967,0.06813341857062508,0.01817263945031925,3.4085708051634356e-6,1.571657935528492e-5
500bus.pwf,19,22,263,276,1.1681806795150877,0.6593168318854552,-1.1666316029448969,-0.6471143793039786,0.001549076570190877,0.012202452581476564
500bus.pwf,19,23,148,147,-0.5742000099985735,-0.15308895344648568,0.5744100322983631,0.15448334985603743,0.00021002229978961395,0.0013943964095517458
500bus.pwf,19,24,177,176,-0.08781000999979154,-0.02340692211454473,0.08781462024334911,0.02343711457645134,4.610243557578997e-6,3.0192461906608514e-5
500bus.pwf,19,25,217,216,-0.5510000099998225,-0.14687767408400093,0.5512081532725732,0.14796324532300348,0.0002081432727507604,0.0010855712390025474
500bus.pwf,19,26,173,172,-0.031350009999814986,-0.008308584810468382,0.03135075251124688,0.008312030111913409,7.425114318948545e-7,3.4453014450264163e-6
500bus.pwf,19,27,368,367,-0.11450000999981273,-0.03052387826845733,0.11450732053297645,0.030569364615235364,7.3105331637179916e-6,4.5486346778034203e-5
500bus.pwf,19,28,66,308,0.5631592486722969,0.02587184232939463,-0.5608192667204654,-0.025026670418326152,0.0023399819518314935,0.0008451719110684763
500bus.pwf,19,29,379,378,-0.1301000099997836,-0.034669515524748694,0.13011069512461831,0.03473907812833362,1.0685124834708404e-5,6.956260358492727e-5
500bus.pwf,19,30,236,106,0.5739584449489029,0.07350632588126287,-0.5728819702462223,-0.07250839861152285,0.0010764747026805743,0.0009979272697400177
500bus.pwf,19,31,232,371,-0.4327683646242525,0.1318301303171544,0.4328782700989221,-0.2713599584957641,0.00010990547466960265,-0.1395298281786097
500bus.pwf,19,32,58,253,0.738586340570573,0.21108948194661178,-0.7358176384406041,-0.1979676618727559,0.0027687021299689363,0.013121820073855872
500bus.pwf,19,33,179,374,-0.04863359088015519,0.004870843708653262,0.048643226056023905,-0.016121625078577118,9.635175868716317e-6,-0.011250781369923857
500bus.pwf,19,34,366,365,-0.5649000099997107,-0.15059794643243452,0.5650902589107641,0.1519748421558451,0.00019024891105345887,0.0013768957234105983
500bus.pwf,19,35,315,314,-0.00426000999980191,-0.0013897275442791178,0.0042600208594386554,0.0013897912348856843,1.0859636745408352e-8,6.369060656652437e-8
500bus.pwf,19,36,204,202,-0.45670000999980676,-0.12176756919025945,0.4568300938640205,0.1226822955925594,0.00013008386421375917,0.000914726402299948
500bus.pwf,19,37,259,253,-0.08160000999982182,-0.02168570084169964,0.0816049237310393,0.0217126721013431,4.91373121747074e-6,2.6971259643460144e-5
500bus.pwf,19,38,160,399,-0.12886378289807598,-0.07617006901189827,0.12895448520538577,0.06454149469227533,9.070230730978679e-5,-0.011628574319622942
500bus.pwf,19,39,308,500,-0.2490515819971637,-0.01888393407294567,0.24949812214933753,0.0023306641425102914,0.00044654015217382437,-0.016553269930435377
500bus.pwf,19,40,336,93,0.48126024235827525,-0.06847553742812522,-0.47988313357057044,0.06246000473552797,0.001377108787704806,-0.006015532692597247
500bus.pwf,19,41,367,15,-1.4674640257223857,-0.18356822395276562,1.4716879870905961,0.21818770476228333,0.00422396136821046,0.03461948080951771
500bus.pwf,19,42,116,114,-0.03099000999979782,-0.00826256520640609,0.030990554544118566,0.008266242767616314,5.445443207463541e-7,3.677561210224667e-6
500bus.pwf,19,43,283,236,-0.21137698043931216,-0.04937111608527364,0.21159431100823475,0.03714997031687692,0.00021733056892259128,-0.012221145768396724
500bus.pwf,19,44,462,465,-0.4370885165410616,-0.012200660246775477,0.4377148679027991,0.008075884536043368,0.0006263513617374983,-0.004124775710732109
500bus.pwf,19,45,41,40,-0.5799000099998143,-0.15460015453519366,0.5801280446317737,0.15601727850122932,0.0002280346319594173,0.0014171239660356605
500bus.pwf,19,46,489,149,0.0065726244530819634,0.03237035066703011,-0.006569237997517994,-0.03966720956713512,3.386455563969548e-6,-0.007296858900105008
500bus.pwf,19,47,29,491,0.13690833376110315,-0.1667940113893372,-0.13665660998102416,0.15211687872602148,0.0002517237800789829,-0.014677132663315717
500bus.pwf,19,48,95,170,0.1266656501050802,0.013579995436404101,-0.12663084212348183,-0.019719372217312025,3.480798159838372e-5,-0.006139376780907924
500bus.pwf,19,49,199,196,-0.8639000099972292,-0.23039938819922054,0.8644536064161825,0.23304462394425582,0.0005535964189533615,0.0026452357450352793
500bus.pwf,19,50,239,238,-0.39130000999981723,-0.10439192155864241,0.3913868805012371,0.10500503041252607,8.687050141986674e-5,0.0006131088538836593
500bus.pwf,19,51,137,426,-0.6376383880833829,-0.13520027012483887,0.638961488456234,0.13891880679262208,0.0013231003728511048,0.003718536667783212
500bus.pwf,19,52,335,333,-0.00834000999982287,-0.0022182585372773817,0.008340056994259656,0.0022185247915671087,4.6994436786462757e-8,2.6625428972693044e-7
500bus.pwf,19,53,26,24,-0.2166000099998212,-0.057731869402879825,0.21662896111683072,0.05792364612718697,2.8951117009512473e-5,0.00019177672430714665
500bus.pwf,19,54,112,283,0.1153235654713421,0.01346969320483233,-0.11519941553426621,-0.03815711872757661,0.00012414993707587918,-0.024687425522744277
500bus.pwf,19,55,86,85,-0.1759000099998157,-0.0469086555777766,0.17592223152422648,0.04704155208072383,2.2221524410781512e-5,0.00013289650294723288
500bus.pwf,19,56,295,447,-0.866458535677073,0.23766684928945725,0.8692621495934162,-0.2228837670015088,0.002803613916343206,0.014783082287948446
500bus.pwf,19,57,23,464,-0.2460306616188631,-0.17592191021239484,0.2460893631183626,-0.08934023616846803,5.870149949949166e-5,-0.2652621463808629
500bus.pwf,19,58,342,10,-0.5106235070595716,-0.15049953186315457,0.511447143196795,0.14988938266028407,0.0008236361372233603,-0.0006101492028705024
500bus.pwf,19,59,108,495,0.4787581097741924,0.09438632737079121,-0.47787899372498943,-0.09688392194060856,0.0008791160492029881,-0.002497594569817352
500bus.pwf,19,60,492,405,-0.2964014259521833,-0.01971179508874294,0.296793841668686,0.010469696685472991,0.00039241571650272533,-0.00924209840326995
500bus.pwf,19,61,496,143,-1.4023700216190242,-0.1990416330512291,1.4064291041846886,0.23160884576416993,0.00405908256566434,0.03256721271294083
500bus.pwf,19,62,39,332,-0.22796248835393107,0.14294176645372036,0.22799841145633848,-0.24711839104076094,3.5923102407409147e-5,-0.10417662458704058
500bus.pwf,19,63,13,12,-0.3716000099998127,-0.09910133212792445,0.3716977155458452,0.09959277644156302,9.770554603250048e-5,0.0004914443136385671
500bus.pwf,19,64,191,35,0.07674995401082489,0.06851007098515413,-0.07670147963138378,-0.08058278227037849,4.8474379441110216e-5,-0.012072711285224358
500bus.pwf,19,65,251,360,-0.7579750985417089,-0.14732069168142323,0.7608336419933599,0.159536943592227,0.002858543451651041,0.012216251910803777
500bus.pwf,19,66,136,135,-0.2676000099997967,-0.0713376063644231,0.2676418149402199,0.07161643800419859,4.180494042316241e-5,0.00027883163977548975
500bus.pwf,19,67,263,326,1.287688748007531,0.24862666372962697,-1.283363281427339,-0.2148785185416914,0.00432546658019195,0.03374814518793556
500bus.pwf,19,68,286,285,-0.0826800099998234,-0.022567943274844612,0.08268488974214384,0.022591828560274127,4.879742320440528e-6,2.3885285429514624e-5
500bus.pwf,19,69,10,349,-0.5361675908780476,-0.15637824251835944,0.5366134639893162,0.15639538888636842,0.0004458731112686465,1.7146368008980062e-5
500bus.pwf,19,70,150,149,-0.01503000999981324,-0.004026668479556918,0.01503018032053077,0.004027593496377393,1.703207175296484e-7,9.250168204744114e-7
500bus.pwf,19,71,15,369,0.49967639548539056,0.05236010833246437,-0.4992103289870652,-0.054135717342851684,0.00046606649832536817,-0.0017756090103873134
500bus.pwf,19,72,233,486,0.8839877390464892,0.10118084904338895,-0.8821933798037964,-0.0909495459730831,0.001794359242692778,0.010231303070305842
500bus.pwf,19,73,276,485,0.20395902275691175,0.22324863272070716,-0.2037115208652947,-0.22940200265956479,0.0002475018916170413,-0.006153369938857622
500bus.pwf,19,74,281,384,-0.6883925896380484,0.10306513432013285,0.6903427356881385,-0.0956531434461426,0.0019501460500901402,0.0074119908739902485
500bus.pwf,19,75,420,419,-0.052260009999810376,-0.014157984663846612,0.052261735027305446,0.014169444342080516,1.725027495069753e-6,1.1459678233904924e-5
500bus.pwf,19,76,449,330,-0.43485352271097943,-0.10520735113516075,0.4352769720825874,0.10297618072521139,0.0004234493716079868,-0.0022311704099493568
500bus.pwf,19,77,268,267,-1.1710000099997249,-0.31240027501132217,1.171783014109467,0.3179724957771499,0.0007830041097420803,0.005572220765827751
500bus.pwf,19,78,337,336,-0.056730009999803994,-0.015089606807195313,0.05673197077180032,0.015103208182254437,1.960771996323274e-6,1.360137505912462e-5
500bus.pwf,19,79,451,449,-0.02211000999981687,-0.005889680017094508,0.022110291276777706,0.005891391422312937,2.8127696083402043e-7,1.711405218429718e-6
500bus.pwf,19,80,376,469,1.014976256484231,0.22126646728096364,-1.0095050268524353,-0.1863550155527611,0.005471229631795804,0.034911451728202536
500bus.pwf,19,81,346,345,-0.47580000999981115,-0.12689111276631998,0.47593966717252106,0.12769056602485712,0.00013965717270991718,0.0007994532585371417
500bus.pwf,19,82,440,57,1.0303634771431471,-0.03810942640879188,-1.0297178710707233,-0.10301098554754463,0.00064560607242381,-0.1411204119563365
500bus.pwf,19,83,12,216,0.2955446523354827,0.036207551124631254,-0.29517075629311956,-0.044182443831305096,0.0003738960423631532,-0.007974892706673842
500bus.pwf,19,84,133,226,0.051437273938047326,-0.007583343003595998,-0.05142001743273729,-0.012980924044668642,1.7256505310037085e-5,-0.02056426704826464
500bus.pwf,19,85,100,99,-0.13520000999981618,-0.036081959519230294,0.13521266571388935,0.03615306051497022,1.2655714073162017e-5,7.110099573992557e-5
500bus.pwf,19,86,95,369,-0.46673610432061846,-0.10467379842052377,0.4676770415867311,0.10106773811386499,0.0009409372661126625,-0.003606060306658776
500bus.pwf,19,87,372,112,1.5266748343556809,0.3163220875379896,-1.5217409085062532,-0.27504410824515346,0.004933925849427645,0.041277979292836164
500bus.pwf,19,88,139,376,0.8315591575959276,0.22331361535643884,-0.8295442868796232,-0.2120883693911751,0.002014870716304351,0.011225245965263753
500bus.pwf,19,89,200,163,-0.4751664807487519,-0.02685763393414018,0.4758960434014565,0.022769061652508894,0.0007295626527046295,-0.004088572281631286
500bus.pwf,19,90,238,46,0.8246164532684321,0.2625574456255574,-0.8221866803462474,-0.24853982379380601,0.002429772922184714,0.01401762183175137
