caso,script,bus_id,vm_pu,va_rad,pd_pu,qd_pu,pg_pu,qg_pu,bus_type
300bus.pwf,16,1,1.0704196662680112,0.925495759331745,0.9,0.49,0.0,0.0,1
300bus.pwf,16,2,1.0751586631829162,0.9403227058038808,0.56,0.15,0.0,0.0,1
300bus.pwf,16,3,1.0214873318637863,0.9390092392141294,0.2,0.0,0.0,0.0,1
300bus.pwf,16,4,1.0471936497562364,0.883190955712146,0.0,0.0,0.0,0.0,1
300bus.pwf,16,5,1.0605524098844457,0.9049713503280257,3.53,1.3,0.0,0.0,1
300bus.pwf,16,6,1.0696464850472394,0.93237146597019,1.2,0.41,0.0,0.0,1
300bus.pwf,16,7,1.0213570788870547,0.9366478685385579,0.0,0.0,0.0,0.0,1
300bus.pwf,16,8,1.046324756296439,0.8334132714224708,0.58,0.14,0.0,0.10000000995250871,2
300bus.pwf,16,9,1.0479600786969403,0.868070687761948,0.96,0.43,0.0,0.0,1
300bus.pwf,16,10,1.0602197766883448,0.8469149342140961,1.48,0.33,0.0,0.20000000989893177,2
300bus.pwf,16,11,1.0524599294594768,0.8547845646950786,0.83,0.21,0.0,0.0,1
300bus.pwf,16,12,1.0309798100380085,0.9131434098291846,0.0,0.0,0.0,0.0,1
300bus.pwf,16,13,1.043834742799722,0.8081721694053814,0.58,0.1,0.0,0.0,1
300bus.pwf,16,14,1.0091615040805624,0.6635521554290016,1.6,0.6,0.0,0.0,1
300bus.pwf,16,15,1.0322684834724607,0.5492321341979718,1.2670000000000001,0.23,0.0,0.0,1
300bus.pwf,16,16,1.0242419693044387,0.6661628968054683,0.0,0.0,0.0,0.0,1
300bus.pwf,16,17,1.0642567337492197,0.469201717440875,5.61,2.2,0.0,0.0,1
300bus.pwf,16,19,1.016433732919703,0.8214900071552156,0.0,0.0,0.0,0.0,1
300bus.pwf,16,20,1.0454939152464533,0.7791203579955043,5.95,1.2,0.0,0.200000009846811,2
300bus.pwf,16,21,1.014417423969044,0.8436786074168328,0.77,0.01,0.0,0.0,1
300bus.pwf,16,22,1.042981369183571,0.7863312784306608,0.81,0.23,0.0,0.0,1
300bus.pwf,16,23,1.1000000109839692,0.8788748674007799,0.21,0.07,0.0,0.0,1
300bus.pwf,16,24,1.0572436978515465,0.9121549204828623,0.0,0.0,0.0,0.0,1
300bus.pwf,16,25,1.0745435260518224,0.8391908742253237,0.45,0.12,0.0,0.0,1
300bus.pwf,16,26,1.0505296076817987,0.789051011186801,0.28,0.09,0.0,0.0,1
300bus.pwf,16,27,1.026017808684378,0.7394751424531971,0.69,0.13,0.0,0.0,1
300bus.pwf,16,33,1.0224201231942456,0.3240953466974487,0.55,0.06,0.0,0.0,1
300bus.pwf,16,34,1.0362958073644424,0.46769605848377854,0.0,0.0,0.0,0.0,1
300bus.pwf,16,35,1.0388266002138384,0.1813257798468561,0.0,0.0,0.0,0.0,1
300bus.pwf,16,36,1.053892432294934,0.23047034429184848,0.0,0.0,0.0,0.0,1
300bus.pwf,16,37,1.0056370271460915,0.2957641235708749,0.85,0.32,0.0,0.0,1
300bus.pwf,16,38,1.016984459463399,0.30837376994675336,1.55,0.18,0.0,0.0,1
300bus.pwf,16,39,1.0529391821432277,0.5136012144049841,0.0,0.0,0.0,0.0,1
300bus.pwf,16,40,1.023807601505105,0.3042962833842497,0.46,-0.21,0.0,0.0,1
300bus.pwf,16,41,1.0196531339645323,0.3338740977839561,0.86,0.0,0.0,0.0,1
300bus.pwf,16,42,1.041252312164295,0.4852437312656405,0.0,0.0,0.0,0.0,1
300bus.pwf,16,43,1.0251799733073117,0.283398532140334,0.39,0.09,0.0,0.0,1
300bus.pwf,16,44,1.0411815755636271,0.30783762790696495,1.95,0.29,0.0,0.0,1
300bus.pwf,16,45,1.0479831032695943,0.36708632802754626,0.0,0.0,0.0,0.0,1
300bus.pwf,16,46,1.0486596358152138,0.41181748498477455,0.0,0.0,0.0,0.0,1
300bus.pwf,16,47,1.0284506042007269,0.22003542559524022,0.58,0.11800000000000001,0.0,0.0,1
300bus.pwf,16,48,1.0386927861277673,0.3016008315235734,0.41,0.19,0.0,0.0,1
300bus.pwf,16,49,0.9020615166409631,0.06761984019548666,0.92,0.26,0.0,0.0,1
300bus.pwf,16,51,0.9674343581540762,0.228345678579227,-0.05,0.05,0.0,0.0,1
300bus.pwf,16,52,0.9844000720825264,0.2645144394341417,0.61,0.28,0.0,0.0,1
300bus.pwf,16,53,1.0230506935067427,0.271099734583626,0.69,0.03,0.0,0.0,1
300bus.pwf,16,54,1.0322125703898064,0.29723529317259945,0.1,0.01,0.0,0.0,1
300bus.pwf,16,55,1.0273268214617415,0.33426647817412103,0.22,0.1,0.0,0.0,1
300bus.pwf,16,57,1.0833638305348463,0.5068010575082496,0.98,0.2,0.0,0.0,1
