caso,script,branch_id,f_bus,t_bus,pf_pu,qf_pu,pt_pu,qt_pu,loss_p_pu,loss_q_pu
300bus.pwf,18,1,206,207,-0.15213388884468312,-0.1479744870465509,0.1549690548457486,0.15158641085612842,0.002835166001065481,0.003611923809577533
300bus.pwf,18,2,9021,9023,0.009120424502473376,0.002635669511689518,-0.009027319871703096,-0.0025555211288692957,9.310463077027986e-5,8.014838282022207e-5
300bus.pwf,18,3,1,5,4.082128968148818,1.3292615044884253,-4.065908159047281,-1.2319366498792415,0.01622080910153656,0.09732485460918383
300bus.pwf,18,4,37,38,-0.25609679085167947,-0.3420950129737039,0.25751702957415723,0.34218887875206816,0.0014202387224777624,9.386577836423271e-5
300bus.pwf,18,5,70,528,0.283604000652468,-0.21570090118067672,-0.28099999998407704,0.20507023733931803,0.002604000668390949,-0.01063066384135869
300bus.pwf,18,6,25,26,0.8323230551975096,0.1539659055545718,-0.808342731000476,-0.14218515478127414,0.023980324197033553,0.011780750773297655
300bus.pwf,18,7,41,42,-5.309241353219477,-0.904402663973066,5.309241353219477,1.6999769249979337,0.0,0.7955742610248677
300bus.pwf,18,8,231,232,5.5281026323224705,-0.7603628676193791,-5.522692365459529,-0.5931762045689896,0.0054102668629418815,-1.3535390721883687
300bus.pwf,18,9,201,204,-0.21197602422972564,-0.2535228205406312,0.22727611014799934,0.27610278604905186,0.015300085918273698,0.022579965508420674
300bus.pwf,18,10,119,1190,1.0039837599536294,0.3143271719457272,-1.0029999999999937,-0.29170069301210305,0.0009837599536357544,0.022626478933624128
300bus.pwf,18,11,115,122,1.736273987835229,0.6479929801509642,-1.7216616309818336,-0.5705325159596811,0.014612356853395347,0.07746046419128305
300bus.pwf,18,12,9006,9007,0.09105162527599517,0.022365819670711315,-0.09059211465849812,-0.020326544951174516,0.0004595106174970498,0.002039274719536799
300bus.pwf,18,13,145,146,-2.0584534004569663,-0.7294448727909024,2.0967572768524274,0.897866487474732,0.03830387639546107,0.16842161468382955
300bus.pwf,18,14,228,231,0.022649266255986164,-0.878376648315297,-0.02056256526141824,0.9519729872390983,0.002086700994567925,0.07359633892380124
300bus.pwf,18,15,129,133,1.0343006328858964,-0.07933855970432258,-1.0322429327271239,0.06471460641499927,0.002057700158772491,-0.01462395328932331
300bus.pwf,18,16,189,208,0.03587521148023812,-0.062284979405861106,-0.03571982466234272,0.06273230509374075,0.00015538681789539766,0.0004473256878796475
300bus.pwf,18,17,57,58,-0.6059577412366868,0.664969591254918,0.6383737476802964,-0.6505542052952701,0.032416006443609646,0.014415385959647864
300bus.pwf,18,18,200,210,-0.1999549254711011,0.11113097885435226,0.20398850917282202,-0.11998277982625523,0.004033583701720911,-0.008851800971902968
300bus.pwf,18,19,15,89,0.4948945543223064,-0.08117671307651919,-0.47410372952441254,0.09275896296845143,0.020790824797893848,0.01158224989193224
300bus.pwf,18,20,197,198,-0.9506188986470504,-0.7767231082222186,0.9643329811356186,0.8486427663701488,0.013714082488568202,0.07191965814793022
300bus.pwf,18,21,14,15,2.137702853786891,-1.8750270950748407,-2.0350130645841045,2.073502922304729,0.10268978920278649,0.19847582722988832
300bus.pwf,18,22,9004,9044,-0.04296404175779829,-0.014248296537245981,0.043041310646966216,0.014306651486424588,7.726888916792518e-5,5.8354949178607285e-5
300bus.pwf,18,23,173,176,-0.4696044464620479,0.2952497319986169,0.5359693014791589,-0.1694418106289215,0.06636485501711098,0.12580792136969543
300bus.pwf,18,24,224,226,-0.3999348729628993,-1.6296135310403672,0.40261054661444806,0.7045594994414346,0.002675673651548749,-0.9250540315989326
300bus.pwf,18,25,135,136,-2.1045535300645217,-0.30923607775315715,2.1401219678860652,0.10312961673829518,0.03556843782154351,-0.20610646101486196
300bus.pwf,18,26,13,20,1.1305025353425362,0.9768130673026172,-1.11659701876132,-0.912908668171506,0.013905516581216304,0.06390439913111123
300bus.pwf,18,27,116,120,-2.785489804466553,-0.4467337072281047,2.8051395895074696,1.476448465523526,0.019649785040916523,1.0297147582954214
300bus.pwf,18,28,104,322,0.02410909194670985,-0.0558164194174191,-0.023999999999999466,0.03900375344546258,0.00010909194671038236,-0.01681266597195652
300bus.pwf,18,29,37,90,-0.5747428305146445,-0.09826215218358161,0.5904443973089897,0.123815516916886,0.0157015667943452,0.025553364733304385
300bus.pwf,18,30,127,128,-0.5439229068010137,-0.27784157125065667,0.5458460658462437,0.1937763479142861,0.001923159045229994,-0.08406522333637056
300bus.pwf,18,31,26,320,0.02476069078271364,-0.13801094481297457,-0.024000000000000736,0.1260229005460559,0.0007606907827129028,-0.011988044266918685
300bus.pwf,18,32,167,169,-1.4895522203763902,-0.4435890025966446,1.493708260720021,0.45420399307727044,0.004156040343630707,0.010614990480625863
300bus.pwf,18,33,203,211,0.24350526019741972,0.431031685408065,-0.24133088139870498,-0.4271440900836222,0.002174378798714738,0.0038875953244428274
300bus.pwf,18,34,123,124,-1.4184309000122934,0.2900606163289943,1.5036781743171868,-0.14392017145621222,0.08524727430489332,0.1461404448727821
300bus.pwf,18,35,24,319,1.1665298398126256,-0.31439260933929614,-1.157999999999999,0.24001908280369033,0.00852983981262656,-0.0743735265356058
300bus.pwf,18,36,99,109,0.33869031539281963,0.06346086060180531,-0.3341156355760696,-0.07884297946617366,0.004574679816750027,-0.015382118864368355
300bus.pwf,18,37,77,78,-2.645591752696005,-1.2056028953882985,2.6536818559553894,1.246767394560325,0.008090103259384307,0.04116449917202658
300bus.pwf,18,38,20,27,0.20433337416571346,-0.16290060161113867,-0.20000452471564928,0.08624481755055897,0.004328849450064176,-0.0766557840605797
