ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,1,1.0704196662680112,53.027000966964366,0.0,0.0,0.9,0.49,0.0,-0.004210575618459007
2,1,1.0751586631829162,53.87652242288412,0.0,0.0,0.56,0.15,0.0,-0.004912828047318004
3,1,1.0214873318637863,53.80126633075993,0.0,0.0,0.2,0.0,0.0,-0.00969070368239471
4,1,1.0471936497562364,50.603114266431575,0.0,0.0,0.0,0.0,0.0,-0.014933904005081135
5,1,1.0605524098844457,51.85103895405094,0.0,0.0,3.53,1.3,0.0,-0.004528000089069034
6,1,1.0696464850472394,53.420949938517346,0.0,0.0,1.2,0.41,0.0,-0.005447089217442535
7,1,1.0213570788870547,53.66596975718373,0.0,0.0,0.0,0.0,0.0,-0.008074772596091215
8,2,1.046324756296439,47.75106304269852,0.0,0.10000000995250871,0.58,0.14,0.03232475629643896,-0.009571132551457645
9,1,1.0479600786969403,49.736786727778295,0.0,0.0,0.96,0.43,0.0,-0.004224630311498265
10,2,1.0602197766883448,48.524651337067475,0.0,0.20000000989893177,1.48,0.33,0.04121977668834495,-0.00449741207144165
11,1,1.0524599294594768,48.97554794995528,0.0,0.0,0.83,0.21,0.0,-0.0045905949987367625
12,1,1.0309798100380085,52.319263473397136,0.0,0.0,0.0,0.0,0.0,-0.006436101879713672
13,1,1.043834742799722,46.304854426860146,0.0,0.0,0.58,0.1,0.0,-0.003659438019645427
14,1,1.0091615040805624,38.01873799289061,0.0,0.0,1.6,0.6,0.0,-0.022347435954137573
15,1,1.0322684834724607,31.468683262506634,0.0,0.0,1.2670000000000001,0.23,0.0,-0.0361054959082892
16,1,1.0242419693044387,38.16832245516232,0.0,0.0,0.0,0.0,0.0,-0.03532646786230265
17,1,1.0642567337492197,26.883278149651925,0.0,0.0,5.61,2.2,0.0,-0.03974561335589743
19,1,1.016433732919703,47.06791032216565,0.0,0.0,0.0,0.0,0.0,-0.0049925561792924745
20,2,1.0454939152464533,44.640308245864176,0.0,0.200000009846811,5.95,1.2,0.0464939152464533,-0.002967219838290489
21,1,1.014417423969044,48.33922347045919,0.0,0.0,0.77,0.01,0.0,-0.004002584254453907
22,1,1.042981369183571,45.05346355320328,0.0,0.0,0.81,0.23,0.0,-0.0013674982331015268
23,1,1.1000000109839692,50.35582062218455,0.0,0.0,0.21,0.07,0.0,1.5266399088224885e-6
24,1,1.0572436978515465,52.26262720575922,0.0,0.0,0.0,0.0,0.0,-0.0017065039599036692
25,1,1.0745435260518224,48.08209529900495,0.0,0.0,0.45,0.12,0.0,0.0005604736582860185
26,1,1.0505296076817987,45.2092927615336,0.0,0.0,0.28,0.09,0.0,-0.00010518197104389065
27,1,1.026017808684378,42.36880471740352,0.0,0.0,0.69,0.13,0.0,-0.0005617852657996674
33,1,1.0224201231942456,18.569295525592995,0.0,0.0,0.55,0.06,0.0,-0.08013400638882845
34,1,1.0362958073644424,26.797010246024232,0.0,0.0,0.0,0.0,0.0,-0.058357883851969064
35,1,1.0388266002138384,10.389201902143173,0.0,0.0,0.0,0.0,0.0,-0.011639770259206797
36,1,1.053892432294934,13.204978030849922,0.0,0.0,0.0,0.0,0.0,-0.01705405724633984
37,1,1.0056370271460915,16.94603601199688,0.0,0.0,0.85,0.32,0.0,-0.09272336109531967
38,1,1.016984459463399,17.668515530487152,0.0,0.0,1.55,0.18,0.0,-0.08196055682385783
39,1,1.0529391821432277,29.42718193819929,0.0,0.0,0.0,0.0,0.0,-0.05531388442468855
40,1,1.023807601505105,17.434892759434387,0.0,0.0,0.46,-0.21,0.0,-0.07889435371978702
41,1,1.0196531339645323,19.12957669175884,0.0,0.0,0.86,0.0,0.0,-0.08872270465389058
42,1,1.041252312164295,27.80241783670151,0.0,0.0,0.0,0.0,0.0,-0.055435264386288936
43,1,1.0251799733073117,16.237539811843753,0.0,0.0,0.39,0.09,0.0,-0.059322067948370125
44,1,1.0411815755636271,17.63779685438774,0.0,0.0,1.95,0.29,0.0,-0.044858850720917706
45,1,1.0479831032695943,21.032497312933305,0.0,0.0,0.0,0.0,0.0,-0.04075919980075366
46,1,1.0486596358152138,23.59540381931973,0.0,0.0,0.0,0.0,0.0,-0.04483892119822116
47,1,1.0284506042007269,12.607101229972114,0.0,0.0,0.58,0.11800000000000001,0.0,-0.03238110605778055
48,1,1.0386927861277673,17.28045474393695,0.0,0.0,0.41,0.19,0.0,-0.04239661356289232
49,1,0.9020615166409631,3.8743314545504646,0.0,0.0,0.92,0.26,0.0,-0.2215963103783553
51,1,0.9674343581540762,13.083243652640554,0.0,0.0,-0.05,0.05,0.0,-0.14061220843892247
52,1,0.9844000720825264,15.155560999845152,0.0,0.0,0.61,0.28,0.0,-0.10550479229365257
53,1,1.0230506935067427,15.532870618758574,0.0,0.0,0.69,0.03,0.0,-0.05946697940916561
54,1,1.0322125703898064,17.03032782112364,0.0,0.0,0.1,0.01,0.0,-0.05958786430057631
55,1,1.0273268214617415,19.152058432078984,0.0,0.0,0.22,0.1,0.0,-0.0776332567991643
57,1,1.0833638305348463,29.037561647989623,0.0,0.0,0.98,0.2,0.0,-0.04838607846579563
58,1,1.0658498029544492,33.0790996251681,0.0,0.0,0.14,0.01,0.0,-0.03587764174679887
59,1,1.0575287776196403,34.45338873444057,0.0,0.0,2.18,1.06,0.0,-0.03249147063670263
60,1,1.0557059914914415,28.407021564715997,0.0,0.0,0.0,0.0,0.0,-0.03611402693356651
61,1,1.0687946644535873,36.394886145799234,0.0,0.0,2.27,1.1,0.0,-0.030953850272459088
62,1,1.0675883445090848,40.1359129386633,0.0,0.0,0.0,0.0,0.0,-0.02597864320017278
63,2,1.0378390374296993,24.51751007042035,0.0,0.25000000998001387,0.7,0.3,0.07983903742969921,-0.02274305177914133
64,1,1.0204411144636323,28.77649622347203,0.0,0.0,0.0,0.0,0.0,-0.02381335356242396
69,1,1.0332969886867132,10.467758961198278,0.0,0.0,0.0,0.0,0.0,-0.004813234041064411
70,1,1.023455981144302,2.021100520956626,0.0,0.0,0.56,0.2,0.0,-0.013870793815815087
71,1,1.0453979392843873,6.6813829873883375,0.0,0.0,1.16,0.38,0.0,-0.013653819545828788
72,1,1.0359318771111525,8.802313204569273,0.0,0.0,0.57,0.19,0.0,-0.01110357059205738
73,1,1.0351453432368247,10.447268399387127,0.0,0.0,2.24,0.71,0.0,-0.017857616088643516
74,1,1.0448361840422404,13.867363165615433,0.0,0.0,0.0,0.0,0.0,-0.023261499124790346
76,2,1.0272827760735692,9.66400864731411,0.0,0.35000000995864405,2.08,1.07,0.06428277607356923,-0.010991057390548824
77,1,1.050391502573312,10.995718267712547,0.0,0.0,0.74,0.28,0.0,-0.009538059799202232
78,1,1.0573893610990541,11.768030459755442,0.0,0.0,0.0,0.0,0.0,-0.008854258667234867
79,1,1.0473719416931029,11.00222059866866,0.0,0.0,0.48,0.14,0.0,-0.010652716176634188
80,1,1.0533975544361218,10.922138885315414,0.0,0.0,0.28,0.07,0.0,-0.007167758702503151
81,1,1.0723475781801945,16.619854052886993,0.0,0.0,0.0,0.0,0.0,-0.01968266647922941
84,2,1.100000010997563,17.77298289446968,3.75,1.609276866102798,0.37,0.13,0.07500001099756307,-4.614743578964241e-13
85,1,1.0643571379092125,19.792733124000925,0.0,0.0,0.0,0.0,0.0,-0.009511976387137655
86,1,1.054666538167146,24.211523392890886,0.0,0.0,0.0,0.0,0.0,-0.005764709001435177
87,1,1.0317462859910498,33.697033888854165,0.0,0.0,0.0,0.0,0.0,-0.00410830726858395
88,1,1.060879329009075,14.754408234334864,0.0,0.0,0.0,0.0,0.0,-0.020126901947248043
89,1,1.0503211154184464,24.53388036599745,0.0,0.0,0.442,0.0,0.0,-0.03123348499741723
90,1,1.0396256608211996,20.984791390921615,0.0,0.0,0.66,0.0,0.0,-0.051165323881199674
91,2,1.1000000109986843,27.454097448391472,1.55,0.5800924554816718,0.174,0.0,0.04800001099868405,-5.377900606668786e-13
92,2,1.1000000109989598,27.53557871437173,2.9,0.4116101182156945,0.158,0.0,0.04800001099895959,-1.7232095455618057e-13
94,1,1.0400361222837147,31.249994733160413,0.0,0.0,0.603,0.0,0.0,-0.001956084915691698
97,1,1.0790567225941379,23.967380918838476,0.0,0.0,0.39899999999999997,0.0,0.0,-0.0027845641001094843
98,2,1.077823589414457,22.865484614911075,0.68,0.07643490545820823,0.667,0.0,0.07782358941445683,2.6751265931872164e-13
99,1,1.0792345563966115,16.668373051965496,0.0,0.0,0.835,0.0,0.0,-0.011604526013981322
100,1,1.0757476529732881,23.07501575987017,0.0,0.0,0.0,0.0,0.0,-0.0023263069124404684
102,1,1.0718420439688485,22.569958375263106,0.0,0.0,0.778,0.0,0.0,-0.0033222155383430853
103,1,1.0828513936958561,23.14389467144467,0.0,0.0,0.32,0.0,0.0,-0.005689940530668388
104,1,1.0739104485485844,20.15962368412567,0.0,0.0,0.086,0.0,0.0,-0.007072378361621238
105,1,1.0772524389476241,21.82877909269963,0.0,0.0,0.496,0.0,0.0,-0.00975090189209436
107,1,1.0650779445484768,18.547399330938422,0.0,0.0,0.046,0.0,0.0,-0.025398840931129592
108,2,1.0815945147662698,16.647623735574932,1.17,0.7700000099607512,1.121,0.0,0.09159451476626977,-0.01158110896342529
109,1,1.0576299530576698,10.887596993391373,0.0,0.0,0.307,0.0,0.0,-0.01560984528560803
110,1,1.0578764828645697,12.21152924937638,0.0,0.0,0.63,0.0,0.0,-0.012273412272389735
112,1,1.0578633733829852,8.471133508224657,0.0,0.0,0.196,0.0,0.0,-0.006395752275824735
113,1,1.0333344787891643,10.842336455523226,0.0,0.0,0.262,0.0,0.0,-0.027417460745629608
114,1,1.0594122779950486,8.529703116630719,0.0,0.0,0.182,0.0,0.0,-0.00561008897722846
115,1,0.969121255786005,69.2072010926138,0.0,0.0,0.0,0.0,0.0,-0.010647353594659202
116,1,0.9584930636356019,76.55485738977661,0.0,0.0,0.0,0.0,0.0,0.005189437876581901
117,1,0.9629895619439115,81.43563576946465,0.0,0.0,0.0,0.0,0.0,-0.006922737600645676
118,1,0.9581960045274812,82.46594854199601,0.0,0.0,0.141,6.5,0.0,-0.0071063432475284675
119,2,1.0922173307490586,95.98638102777059,19.3,13.073156771886051,0.0,0.0,0.04821733074905858,0.0
120,1,1.0538454932858903,93.43953413266517,0.0,0.0,0.0,0.0,0.0,0.014878464112518131
121,1,0.8999999900011459,72.3984164388009,0.0,0.0,5.35,0.55,0.0,-0.015044380964217926
122,1,0.941541663441976,67.03135653713406,0.0,0.0,2.291,0.11800000000000001,0.0,-0.006311867640009408
123,1,0.9256668463690428,62.115780330354006,0.0,0.0,0.78,0.013999999999999999,0.0,0.0006901824809935781
124,2,0.9276474879373301,73.51219930631817,2.4,-0.6000000099051866,2.764,0.593,-0.03535251206266987,0.004794105259518459
125,2,0.9765974174942145,52.40204063232433,0.0,2.000000019737035,5.148,0.8270000000000001,0.03159741749421453,-0.0017285398808094313
126,1,0.9772736200546093,56.86639473105667,0.0,0.0,0.579,0.051,0.0,-0.0012759914492593586
127,1,1.0054579472329026,52.51683136537977,0.0,0.0,3.8080000000000003,0.37,0.0,-0.0007276718561952479
128,1,1.0185948417481476,54.18389000330985,0.0,0.0,0.0,0.0,0.0,-0.0007051422384384742
129,1,1.0172761646432091,54.876856194327026,0.0,0.0,0.0,0.0,0.0,-0.0007478957254607083
