ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,1,1.0117495473251426,-8.649311718036127,0.0,0.0,0.0,0.0,0.0,-1.8417763877533252e-5
2,1,1.0111697686393688,-8.721177943649751,0.0,0.0,0.428,0.11410000000000001,0.0,-1.842846044959908e-5
3,1,1.003806645999984,-9.959033298439339,0.0,0.0,0.0,0.0,0.0,-0.00011968672261013361
4,1,1.0016376601275676,-10.21114423133748,0.0,0.0,1.327,0.3538,0.0,-0.00011998783522613256
5,1,1.014465274811112,0.8600676511612826,0.0,0.0,0.0,0.0,0.0,-1.4341283834064076e-5
6,1,1.0144176112795402,0.8539586988448997,0.0,0.0,0.03213,0.00857,0.0,-1.4342006587477641e-5
7,1,1.034577917103402,-4.811139320084877,0.0,0.0,0.0,0.0,0.0,-2.2052687443165928e-5
8,1,1.0256169344667678,-6.589145363481345,0.0,0.0,0.0,0.0,0.0,-5.85904739702446e-5
9,2,1.0433560691688624,-2.0248680654034956,7.718,1.4642803770200208,0.0,0.0,0.0033560691688622394,0.0
10,1,1.0166338458847612,-11.903423302284564,0.0,0.0,0.0,0.0,0.0,2.0613290668013612e-5
11,1,1.0165971021628477,-11.907569737997827,0.0,0.0,0.02472,0.00659,0.0,2.0614485310613348e-5
12,1,0.9945416336273231,-12.755068819528903,0.0,0.0,0.0,0.0,0.0,0.00033084902176159733
13,1,0.9939945623675662,-12.818978065140662,0.0,0.0,0.3716,0.09910000000000001,0.0,0.0003310711753923887
14,1,1.027473989055222,-2.509100879181629,0.0,0.0,0.0,0.0,0.0,5.1159106290011754e-5
15,1,1.0209527509299325,-4.9187875126027505,0.0,0.0,0.0,0.0,0.0,0.00019480631613153545
16,2,1.035615462396652,0.356240376675741,4.444,0.6916353251239955,0.0,0.0,-0.004384537603347896,0.0
17,3,1.0326751744380722,0.0,6.476809247279731,0.7460423309704737,0.0,0.0,-0.007324825561927833,0.0
18,2,1.0389672555774774,1.8026889041708654,1.5759999999999998,0.24885662149238266,0.0,0.0,-0.0010327444225227344,0.0
19,1,1.0173566831663605,-12.217876250046386,0.0,0.0,0.0,0.0,0.0,2.990557915031344e-5
