ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM,Slack_VLIM
1,1,1.0117495473251321,-8.64931171803647,0.0,0.0,0.0,0.0,0.0,-1.8417763877554747e-5
2,1,1.011169768639358,-8.721177943650096,0.0,0.0,0.428,0.11410000000000001,0.0,-1.84284604496206e-5
3,1,1.0038066459999806,-9.959033298439723,0.0,0.0,0.0,0.0,0.0,-0.00011968672261026854
4,1,1.0016376601275643,-10.211144231337864,0.0,0.0,1.327,0.3538,0.0,-0.00011998783522626782
5,1,1.0144652748111236,0.8600676511611556,0.0,0.0,0.0,0.0,0.0,-1.4341283833864456e-5
6,1,1.014417611279552,0.8539586988447738,0.0,0.0,0.03213,0.00857,0.0,-1.4342006587278016e-5
7,1,1.0345779171034026,-4.81113932008522,0.0,0.0,0.0,0.0,0.0,-2.205268744318469e-5
8,1,1.0256169344667674,-6.589145363481692,0.0,0.0,0.0,0.0,0.0,-5.8590473970295066e-5
9,2,1.043356069168865,-2.024868065403849,7.718,1.464280377020363,0.0,0.0,0.0,0.0
10,1,1.0166338458847588,-11.903423302284656,0.0,0.0,0.0,0.0,0.0,2.0613290668009475e-5
11,1,1.0165971021628453,-11.907569737997918,0.0,0.0,0.02472,0.00659,0.0,2.0614485310609234e-5
12,1,0.9945416336273246,-12.755068819529054,0.0,0.0,0.0,0.0,0.0,0.000330849021761703
13,1,0.9939945623675677,-12.818978065140811,0.0,0.0,0.3716,0.09910000000000001,0.0,0.00033107117539249453
14,1,1.0274739890552227,-2.509100879181698,0.0,0.0,0.0,0.0,0.0,5.1159106289997016e-5
15,1,1.0209527509299308,-4.918787512602849,0.0,0.0,0.0,0.0,0.0,0.0001948063161314212
16,2,1.0356154623966534,0.3562403766756658,4.444,0.6916353251240295,0.0,0.0,0.0,0.0
17,3,1.0326751744380744,0.0,6.476809247279932,0.746042330970663,0.0,0.0,0.0,0.0
18,2,1.0389672555774776,1.802688904170792,1.5759999999999998,0.24885662149236967,0.0,0.0,0.0,0.0
19,1,1.0173566831663536,-12.217876250046732,0.0,0.0,0.0,0.0,0.0,2.9905579150278657e-5
20,1,1.0172861341749673,-12.227283403378154,0.0,0.0,0.045419999999999995,0.012110000000000001,0.0,2.9908706635199918e-5
21,1,1.008770558008674,-10.236448083567602,0.0,0.0,0.0,0.0,0.0,1.8961592132808792e-6
22,1,1.006643114524754,-10.489613092290847,0.0,0.0,1.4869999999999999,0.39649999999999996,0.0,1.911392765846157e-6
23,1,1.0259289021192897,-5.917769660901791,0.0,0.0,0.0,0.0,0.0,1.9156333903016572e-5
24,1,1.0110192508352074,-8.597879379274438,0.0,0.0,0.0,0.0,0.0,2.8784021046316437e-5
25,1,1.0109834395722395,-8.60231317481274,0.0,0.0,0.02283,0.00609,0.0,2.8785417429757806e-5
26,1,1.0106850273008228,-8.64134918397025,0.0,0.0,0.21660000000000001,0.05777,0.0,2.879747264237536e-5
27,1,1.0373944527614054,-14.19289316384803,0.0,0.0,0.0,0.0,0.0,0.0002096725523738591
28,1,1.0363324432301146,-14.319655741859496,0.0,0.0,0.6293,0.1678,0.0,0.00020995394349156848
29,1,1.0058520129165371,-12.49162375610649,0.0,0.0,0.0,0.0,0.0,-3.200324180125832e-5
30,1,1.0043581751338055,-12.669324177100716,0.0,0.0,0.9997,0.2666,0.0,-3.2055341011814866e-5
31,1,1.0319756572957524,-14.96868072503529,0.0,0.0,0.0,0.0,0.0,7.679791435874664e-5
32,1,1.0318296465693975,-14.985820290961568,0.0,0.0,0.09765,0.02604,0.0,7.681233831121586e-5
33,1,1.0054434149295919,-13.204090563172459,0.0,0.0,0.0,0.0,0.0,1.855640502755729e-5
34,1,1.0050699621171422,-13.248273483874225,0.0,0.0,0.25,0.06666,0.0,1.8567270795671812e-5
35,1,1.0173971851922814,-13.792722520013742,0.0,0.0,0.0,0.0,0.0,9.085122849276913e-5
36,1,1.0168031311089691,-13.861738302516393,0.0,0.0,0.4335,0.11560000000000001,0.0,9.091944782696819e-5
37,1,1.0192171463205248,1.2403070802359768,0.0,0.0,0.0,0.0,0.0,-3.681241134730122e-6
38,1,1.0192151940283767,1.2400452024019286,0.0,0.0,0.0012900000000000001,0.00034,0.0,-3.6812446617091683e-6
39,1,1.0287430015533174,-5.721311128089476,0.0,0.0,0.0,0.0,0.0,5.052919527029963e-6
40,1,1.0223136510242532,-6.914902417573913,0.0,0.0,0.0,0.0,0.0,8.59805440936247e-6
41,1,1.0213592656418629,-7.034368321870641,0.0,0.0,0.5799,0.15460000000000002,0.0,8.611107522479702e-6
42,1,1.0246822598560448,-11.498548999214261,0.0,0.0,0.0,0.0,0.0,0.00014917427629298856
43,1,1.0246219943575003,-11.50578569668177,0.0,0.0,0.044610000000000004,0.011899999999999999,0.0,0.00014918555189806463
44,1,1.0178769836987778,-7.658083825448649,0.0,0.0,0.0,0.0,0.0,-1.4512310948818868e-5
45,1,1.0178436938316444,-7.662247514651298,0.0,0.0,0.02031,0.00542,0.0,-1.4512770095868404e-5
46,1,0.9971976449779222,-11.11983420500316,0.0,0.0,0.0,0.0,0.0,1.796621772893745e-5
47,1,0.9965328496861532,-11.202264816892542,0.0,0.0,0.4341,0.1158,0.0,1.7983540263616885e-5
48,1,1.0152902190706272,-15.955965808905406,0.0,0.0,0.0,0.0,0.0,0.002277781325098662
49,2,1.0150180355321134,-15.753474755313157,0.013000000000000001,-0.0015900098346595063,0.0,0.0,0.0,0.0
50,2,1.014953794527062,-15.718256363761228,0.026000000000000002,-0.0031700097807607795,0.0,0.0,0.0,0.0
51,1,1.0152762867000185,-15.95657072153907,0.0,0.0,0.0035399999999999997,0.00094,0.0,0.0022778356428313634
52,1,1.0149341757507921,-15.997205192948629,0.0,0.0,0.2339,0.06237,0.0,0.0022787795207796133
53,1,1.0117173831927568,-11.141680070674413,0.0,0.0,0.0,0.0,0.0,-3.5257144199521e-5
54,1,1.0112017441412509,-11.197824855536048,0.0,0.0,0.3481,0.09282,0.0,-3.52750963860687e-5
55,1,1.0238730368084328,-10.890472666108444,0.0,0.0,0.0,0.0,0.0,0.00045459988687031067
56,1,1.0238380293324862,-10.894322180190475,0.0,0.0,0.02253,0.00601,0.0,0.0004546190904069815
57,1,1.0120502138598175,-7.950531706994256,0.0,0.0,0.0,0.0,0.0,0.00016435842802009528
58,1,1.0049056601856932,-10.579965163692904,0.0,0.0,0.0,0.0,0.0,0.0001982239318860069
59,1,1.0025771601575537,-10.875069549044337,0.0,0.0,1.409,0.37579999999999997,0.0,0.0001988326512801472
60,1,1.0188132742897056,-7.4502779723472345,0.0,0.0,0.0,0.0,0.0,1.2573375409121012e-5
61,1,1.018810307424448,-7.450657982720554,0.0,0.0,0.0020399999999999997,0.00054,0.0,1.2573431670519632e-5
62,1,1.006601964653524,-9.794165739255527,0.0,0.0,0.0,0.0,0.0,-0.00015197246577339216
63,2,1.006601964653524,-9.794165739255527,0.0,0.0,0.0,0.0,0.0,0.0
64,1,1.0060715230822472,-9.855123709786106,0.0,0.0,0.3478,0.09273999999999999,0.0,-0.0001520638381388472
65,1,1.0263102330015899,-8.752518120730581,0.0,0.0,0.0,0.0,0.0,0.00018678285612870035
66,1,1.0245942142801645,-10.253218778398807,0.0,0.0,0.0,0.0,0.0,0.00041033583639404165
67,1,1.0245234346256644,-10.261140098150598,0.0,0.0,0.04569,0.01218,0.0,0.00041036997241584956
68,1,1.0255896238547788,-11.028344989508298,0.0,0.0,0.0,0.0,0.0,0.00019760418968263748
69,1,1.0253016530907326,-11.063637275494942,0.0,0.0,0.1696,0.04523,0.0,0.00019767638525637927
70,1,0.9960493535171068,-13.049443637498642,0.0,0.0,0.0,0.0,0.0,0.00023130394665739207
71,2,0.9960010927167582,-12.946016657939012,0.04,-0.0019600060135094356,0.0,0.0,0.0,0.0
72,2,0.9959612469559922,-12.882004338001508,0.02,-0.000980005913616679,0.0,0.0,0.0,0.0
73,2,0.9961560199739696,-12.828545279821249,0.013999999999999999,-0.0002348215385458824,0.0,0.0,0.0,0.0
74,1,1.0243687907419097,-14.81263305139436,0.0,0.0,0.0,0.0,0.0,6.281360259599476e-5
75,1,1.0242922332513187,-14.821845430882869,0.0,0.0,0.05301,0.01414,0.0,6.281999132623926e-5
76,1,1.0177164986706637,2.1226922185130532,0.0,0.0,0.0,0.0,0.0,-3.1562618867904035e-6
77,1,1.0176086583275517,2.110665699372461,0.0,0.0,0.06951,0.01854,0.0,-3.156247095090649e-6
78,1,1.0141259159072833,-7.209890162545395,0.0,0.0,0.0,0.0,0.0,0.00029036145955139953
79,1,1.0141193416736358,-7.210540625527865,0.0,0.0,0.00381,0.0010199999999999999,0.0,0.00029036395399670214
80,1,1.0314552363682703,-8.193889453492817,0.0,0.0,0.0,0.0,0.0,9.737989455611586e-5
81,1,1.0269874922939821,-10.65177805090373,0.0,0.0,0.0,0.0,0.0,0.00016434998514738638
82,2,1.036750632958529,-2.1537850206039018,3.6189999999999998,0.3170707524265883,0.0,0.0,0.0,0.0
83,1,1.0038258803476845,-13.64531949051779,0.0,0.0,0.0,0.0,0.0,1.9649625326738756e-5
84,1,1.0028360685985702,-13.767131577426861,0.0,0.0,0.6141,0.1638,0.0,1.9681228299087832e-5
85,1,1.02545048236561,-13.791812833758884,0.0,0.0,0.0,0.0,0.0,5.7763283172232e-5
86,1,1.0251596300939778,-13.827542845565654,0.0,0.0,0.1759,0.04691,0.0,5.778588258845636e-5
87,1,1.0014987295872102,2.940244750507871,0.0,0.0,0.0,0.0,0.0,5.546133448178743e-6
88,1,1.0014161148468972,2.9300338383639537,0.0,0.0,0.05253,0.01401,0.0,5.546945705837038e-6
89,1,1.015340265675582,-9.012762805999987,0.0,0.0,0.0,0.0,0.0,-7.808813745723028e-5
90,1,1.015248427691697,-9.024954087835425,0.0,0.0,0.05901,0.01574,0.0,-7.809711108538614e-5
91,1,1.0112937022831832,-6.450316896143759,0.0,0.0,0.0,0.0,0.0,0.00019191729616577184
92,1,1.0103017429999945,-6.5766624933593745,0.0,0.0,0.6503,0.1734,0.0,0.00019215946895718788
93,1,1.015311466398556,-4.272846454560469,0.0,0.0,0.0,0.0,0.0,-8.818914768618118e-6
94,1,1.0152390263740152,-4.2819429825314055,0.0,0.0,0.052140000000000006,0.0139,0.0,-8.819456564791864e-6
95,1,1.0116742072853684,-6.372028389675923,0.0,0.0,0.0,0.0,0.0,0.0001781225515119924
96,1,1.0111922067991495,-6.431118906758455,0.0,0.0,0.34,0.09066,0.0,0.00017822786186842652
97,1,1.029303172861515,-16.574459307216884,0.0,0.0,0.0,0.0,0.0,0.001753112778798036
98,1,1.0287071136523285,-16.651359504344253,0.0,0.0,0.3709,0.09891,0.0,0.001754506368333461
99,1,1.0231718316687317,-6.963937093323255,0.0,0.0,0.0,0.0,0.0,8.541577568007209e-5
100,1,1.0229586421860515,-6.989456030925301,0.0,0.0,0.1352,0.03606,0.0,8.543810685556359e-5
101,1,1.0231578027994415,-6.965448980598846,0.0,0.0,0.00891,0.0023799999999999997,0.0,8.541716966028849e-5
102,1,1.0124112114814523,-14.561910513545172,0.0,0.0,0.0,0.0,0.0,0.0014350369734203974
103,1,1.0117729603354202,-14.642382980756802,0.0,0.0,0.38799999999999996,0.1035,0.0,0.0014362236984219229
104,1,1.0181607670750272,-15.356834354170608,0.0,0.0,0.0,0.0,0.0,9.40393222488975e-5
105,1,1.0168350729919637,-15.515614708888451,0.0,0.0,0.8033,0.21420000000000003,0.0,9.420227606026973e-5
106,1,1.0197991694519157,-12.689544002349633,0.0,0.0,0.0,0.0,0.0,7.156869057031614e-5
107,1,1.0195744431951648,-12.716459529328697,0.0,0.0,0.16,0.042679999999999996,0.0,7.158952806441188e-5
108,1,1.0149003455942347,-7.942979458451652,0.0,0.0,0.0,0.0,0.0,3.7158671836652004e-5
109,1,1.014214110009537,-8.018038377224903,0.0,0.0,0.4758,0.12689999999999999,0.0,3.7189480034896184e-5
110,1,1.026823556790756,-2.794675575982666,0.0,0.0,0.0,0.0,0.0,-2.3436485162309562e-5
111,1,1.025901099771274,-2.9155532247836837,0.0,0.0,0.6229,0.1661,0.0,-2.34621489150675e-5
112,1,1.0129639221425377,-11.6849455531564,0.0,0.0,0.0,0.0,0.0,1.6705844101013428e-5
113,1,1.0122924301964096,-11.760690499334821,0.0,0.0,0.45990000000000003,0.1226,0.0,1.6722631752308002e-5
114,1,1.0189444692485679,-14.19302726528698,0.0,0.0,0.0,0.0,0.0,9.58844284279444e-5
115,1,1.0188744711770452,-14.202033403334001,0.0,0.0,0.05061,0.013500000000000002,0.0,9.58935366505877e-5
116,1,1.018901135631153,-14.198627224715523,0.0,0.0,0.030990000000000004,0.00826,0.0,9.589010095881995e-5
117,1,1.005432098280355,-12.123946813613511,0.0,0.0,0.0,0.0,0.0,0.0001940401536809774
118,1,1.0052854056781197,-12.142374006254192,0.0,0.0,0.08832000000000001,0.02355,0.0,0.0001940774372695292
119,1,0.9893624763260741,-13.103105956313334,0.0,0.0,0.0,0.0,0.0,0.00027119539048191206
120,1,0.9889221495848107,-13.157045363666859,0.0,0.0,0.3165,0.08439999999999999,0.0,0.00027134753817419983
121,1,1.007087521237953,-11.863691597753188,0.0,0.0,0.0,0.0,0.0,-4.7855928886386295e-5
122,1,1.00624759402015,-11.975272201229554,0.0,0.0,0.5336,0.1423,0.0,-4.790635922885381e-5
123,1,1.0294807543594315,-2.222038043924343,0.0,0.0,0.0,0.0,0.0,4.418060900584488e-5
124,1,1.0273472126999197,-2.913702113205137,0.0,0.0,0.0,0.0,0.0,6.335977400710358e-5
125,2,1.0294807543594315,-2.222038043924343,0.0,0.0,0.0,0.0,0.0,0.0
126,2,1.0294807543594315,-2.222038043924343,0.0,0.0,0.0,0.0,0.0,0.0
127,2,1.039047802078162,1.934606400680954,1.62,0.25331164110402987,0.0,0.0,0.0,0.0
128,2,1.037128903963453,-0.8483346936188141,1.62,0.503455987225612,0.0,0.0,0.0,0.0
129,1,0.9872296887063141,-13.82509815836827,0.0,0.0,0.0,0.0,0.0,0.0002666512226735324
130,1,0.9855931332667173,-14.009511050376593,0.0,0.0,1.032,0.2753,0.0,0.00026718201766174005
131,1,1.0195392173264493,-7.330682608849737,0.0,0.0,0.0,0.0,0.0,1.2293321766937014e-5
132,1,1.019133917936345,-7.378423424643239,0.0,0.0,0.252,0.06721,0.0,1.2300516200009148e-5
133,1,1.0124239381218343,-6.355181783154567,0.0,0.0,0.0,0.0,0.0,0.00018531200724885294
134,1,1.0118591551540006,-6.425433484136898,0.0,0.0,0.4265,0.1137,0.0,0.00018544192408502356
135,1,1.0114919342521467,-9.204524078960118,0.0,0.0,0.0,0.0,0.0,-9.066017848666093e-5
136,1,1.0110882812964452,-9.257209587240531,0.0,0.0,0.2676,0.07135,0.0,-9.070587141088252e-5
137,1,1.007671690948142,-12.228869606421695,0.0,0.0,0.0,0.0,0.0,0.00015217040499810653
138,1,1.006442628296875,-12.390698664667752,0.0,0.0,0.787,0.20989999999999998,0.0,0.00015242698426524122
139,1,1.0152885713398203,-7.92177583902289,0.0,0.0,0.0,0.0,0.0,2.1629455765230825e-5
140,1,1.015284864799642,-7.922203455401079,0.0,0.0,0.00255,0.00068,0.0,2.1629563907059905e-5
141,1,1.001311211929534,-0.29674606845903445,0.0,0.0,0.0,0.0,0.0,9.6921454908228e-6
142,1,0.998716736284459,-0.5955778635463759,0.0,0.0,1.6130000000000002,0.4302,0.0,9.730772695814649e-6
143,1,1.0188700184146107,8.642675570647501,0.0,0.0,0.0,0.0,0.0,1.3064156685997823e-7
144,2,1.0399963005445665,21.17410827836582,6.025,1.1131979066893571,0.0,0.0,0.0,0.0
145,2,1.0399931798491817,11.319829604514062,2.9819999999999998,1.267070824372115,0.0,0.0,0.0,0.0
146,1,1.0283086152819403,-5.755075910898567,0.0,0.0,0.0,0.0,0.0,-9.406538768803596e-6
147,1,1.0167613427613498,-6.419573544279664,0.0,0.0,0.0,0.0,0.0,-9.366194291648315e-6
148,1,1.0158310381603963,-6.539883473809639,0.0,0.0,0.5742,0.1531,0.0,-9.373996857290912e-6
149,1,1.0241111006143875,-11.48470127278622,0.0,0.0,0.0,0.0,0.0,0.00023350481146846427
150,1,1.024085816175994,-11.487576049520952,0.0,0.0,0.015029999999999998,0.0040100000000000005,0.0,0.00023351211712237341
151,1,1.0263083845448642,-5.99716521333371,0.0,0.0,0.0,0.0,0.0,1.3236586519465115e-5
152,1,1.0179771654800107,-8.388000048373486,0.0,0.0,0.0,0.0,0.0,1.4768588171906689e-5
153,1,1.01672796613148,-8.541212428933994,0.0,0.0,0.9315000000000001,0.2484,0.0,1.4795316812744094e-5
154,1,1.0089805151076057,-8.837523934256732,0.0,0.0,0.0,0.0,0.0,1.5175422757892266e-5
155,1,1.008094343523529,-8.945321968827228,0.0,0.0,0.6684,0.1782,0.0,1.5194813476319975e-5
156,1,0.9855906596876403,-12.50420386456424,0.0,0.0,0.0,0.0,0.0,2.1509825820407063e-5
157,1,0.9839203702366862,-12.717362073563672,0.0,0.0,1.055,0.2812,0.0,2.1562828728539106e-5
158,1,1.0074553315797843,-11.429646623782343,0.0,0.0,0.0,0.0,0.0,-3.5198810530348985e-5
159,1,1.0070844252775883,-11.477559183931646,0.0,0.0,0.2285,0.06094,0.0,-3.521426582415467e-5
160,1,1.0191939640069694,-12.975561388732642,0.0,0.0,0.0,0.0,0.0,6.270674003534956e-5
161,1,1.0188095126580725,-13.024525086964822,0.0,0.0,0.2595,0.06921000000000001,0.0,6.273978642842586e-5
162,1,1.0285609860217082,-5.716509538853979,0.0,0.0,0.0,0.0,0.0,-9.895264208841279e-6
163,1,1.0246892761998556,-6.497638410463085,0.0,0.0,0.0,0.0,0.0,-1.070083176434293e-5
164,1,1.0230391741182403,-6.702245654566788,0.0,0.0,0.9815,0.26170000000000004,0.0,-1.0716094621860766e-5
165,1,1.0297470332630756,-1.8901480762534457,0.0,0.0,0.0,0.0,0.0,3.932396556609392e-5
166,1,1.0253072991463796,-3.2111968481313644,0.0,0.0,0.0,0.0,0.0,5.55997548438771e-5
167,2,1.0381196983608225,0.3375631677476628,1.935,0.39887089986272417,0.0,0.0,0.0,0.0
168,2,1.038856057339504,1.7856150116161347,1.935,0.31283443214342305,0.0,0.0,0.0,0.0
169,2,1.0384081460726322,3.412854470798376,3.87,0.47756129989465423,0.0,0.0,0.0,0.0
170,1,1.0111838161405722,-6.5141711403282825,0.0,0.0,0.0,0.0,0.0,0.00017957328148363898
171,1,1.0109970873961256,-6.5394043746896955,0.0,0.0,0.12380000000000001,0.033,0.0,0.00017961802445879573
172,1,1.0064290146671024,-10.844052447152961,0.0,0.0,0.0,0.0,0.0,0.00017574530406901865
173,1,1.0063813903606327,-10.849284082457539,0.0,0.0,0.031349999999999996,0.00836,0.0,0.00017575528750696958
174,1,1.0063271056792806,-10.855959424216138,0.0,0.0,0.07305,0.01948,0.0,0.00017576744598007683
175,1,1.033520463797416,-1.40187892101914,0.0,0.0,0.0,0.0,0.0,3.6375284896508654e-6
176,1,1.022873487823438,-0.5665258607398749,0.0,0.0,0.0,0.0,0.0,-4.768427264354201e-6
177,1,1.0227420593670624,-0.5833607753859893,0.0,0.0,0.08781,0.02342,0.0,-4.7688081772183925e-6
178,1,1.0227718309330995,-0.577619845283068,0.0,0.0,0.06813,0.01817,0.0,-4.768570211879976e-6
179,1,1.0004831387750635,-12.661962119576451,0.0,0.0,0.0,0.0,0.0,-4.2948452181276515e-5
180,1,1.0002606170070274,-12.687199160085875,0.0,0.0,0.1414,0.0377,0.0,-4.295858368513493e-5
181,1,1.0434853311870227,-16.463526661755377,0.0,0.0,0.0,0.0,0.0,0.0017756399229807954
182,1,1.0421896125481414,-16.617845051131823,0.0,0.0,0.8261,0.22030000000000002,0.0,0.0017785097908151453
183,1,1.0242490196908174,-4.562515683226501,0.0,0.0,0.0,0.0,0.0,-2.259443023544905e-5
184,1,1.0238526020271943,-4.6097370279943926,0.0,0.0,0.3018,0.08047,0.0,-2.2603886179473194e-5
185,1,1.00909260906978,-8.045437406437117,0.0,0.0,0.0,0.0,0.0,0.00013519667016158505
186,1,1.0084711800094026,-8.119886146986357,0.0,0.0,0.4535,0.1209,0.0,0.00013529935194282142
187,1,1.0145710852309286,-9.400797203629038,0.0,0.0,0.0,0.0,0.0,-7.150122403993276e-5
188,1,1.0144069637040274,-9.419047002091478,0.0,0.0,0.1105,0.02946,0.0,-7.15136227308895e-5
189,1,1.027243287011896,-15.095270420423935,0.0,0.0,0.0,0.0,0.0,6.993126937347157e-5
190,1,1.0270385811280205,-15.116864135925688,0.0,0.0,0.1407,0.03752,0.0,6.994861314344377e-5
191,1,1.0196133006754338,-13.655486129672775,0.0,0.0,0.0,0.0,0.0,0.00010753892202905475
