ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM,Slack_VLIM
1,1,1.0203687480933636,24.352155190288368,0.0,0.0,0.9,0.49,0.0,-1.7533256360395576e-12
2,1,1.014103955300887,25.78166243386695,0.0,0.0,0.56,0.15,0.0,-3.1207123781238827e-13
3,1,1.0317987237552364,25.076203707236424,0.0,0.0,0.2,0.0,0.0,1.5203867330154642e-13
4,1,1.099392546150139,22.214268193684617,0.0,0.0,0.0,0.0,0.0,-9.259167506536102e-14
5,1,0.9927016603732339,23.20295308171911,0.0,0.0,3.53,1.3,0.0,5.217095556455737e-13
6,1,0.9789863150879995,25.319651125138467,0.0,0.0,1.2,0.41,0.0,1.3285548944827221e-12
7,1,1.0381826345480365,25.05749709466412,0.0,0.0,0.0,0.0,0.0,1.0088549841258175e-12
8,2,1.0139999999908584,19.44561813908371,0.0,-0.004815864309900537,0.58,0.14,0.0,8.905138236487192e-13
9,1,0.9973160876982476,21.01535724805033,0.0,0.0,0.96,0.43,0.0,8.089247034138092e-13
10,2,1.018999999987175,19.94704051499472,0.0,-7.213002828370468e-6,1.48,0.33,0.0,3.3268429997725727e-16
11,1,1.0188521026210537,20.34252004340592,0.0,0.0,0.83,0.21,0.0,-2.8576303580066787e-13
12,1,1.0208841612044144,24.054512426805463,0.0,0.0,0.0,0.0,0.0,6.73570842387237e-13
13,1,1.0037213457982335,17.76296322547828,0.0,0.0,0.58,0.1,0.0,1.1560589305902606e-13
14,1,1.0281346978142596,10.153807895741403,0.0,0.0,1.6,0.6,0.0,-9.04548761711904e-13
15,1,1.0998677940191168,4.573685603169555,0.0,0.0,1.2670000000000001,0.23,0.0,-8.980248211415896e-12
16,1,1.0807147652023157,11.153430514804246,0.0,0.0,0.0,0.0,0.0,-2.9485568367454243e-11
17,1,1.062818235521689,0.02587869349790896,0.0,0.0,5.61,2.2,0.0,-1.1896413012522968e-10
19,1,0.9837052289942712,19.513396646058272,0.0,0.0,0.0,0.0,0.0,1.383540717712868e-12
20,2,0.9989999998525625,16.220668199750676,0.0,0.0031009805306631056,5.95,1.2,0.0,-1.4306047229018652e-13
21,1,0.9816950164905456,20.374959984913414,0.0,0.0,0.77,0.01,0.0,1.3563005814621162e-12
22,1,0.9915774851166584,16.723847335659332,0.0,0.0,0.81,0.23,0.0,1.529553471865112e-12
23,1,1.0369306089140813,22.773294400451697,0.0,0.0,0.21,0.07,0.0,2.6332247825276762e-14
24,1,1.0056617390303064,24.865020275665216,0.0,0.0,0.0,0.0,0.0,3.19168977556927e-13
25,1,1.0108710543251391,20.211151617705642,0.0,0.0,0.45,0.12,0.0,1.5549442276393024e-12
26,1,0.9877843977303415,16.95899393060493,0.0,0.0,0.28,0.09,0.0,1.112972682691237e-12
27,1,0.9673904177386747,13.748340531611468,0.0,0.0,0.69,0.13,0.0,1.4901586235946583e-12
33,1,1.0636208689809512,-2.5305344814462156,0.0,0.0,0.55,0.06,0.0,-2.4419083126088933e-10
34,1,1.0838257391960862,2.2350756397646037,0.0,0.0,0.0,0.0,0.0,-9.496383552950245e-11
35,1,0.9771214902339446,-20.428432776435972,0.0,0.0,0.0,0.0,0.0,2.374403228359437e-13
36,1,1.0553674834794968,-16.614180305957856,0.0,0.0,0.0,0.0,0.0,2.176276211349495e-12
37,1,1.052926860679008,-2.0412586322983906,0.0,0.0,0.85,0.32,0.0,-3.241628509304183e-10
38,1,1.0596107510634187,-3.1325325417666803,0.0,0.0,1.55,0.18,0.0,-2.549178186924112e-10
39,1,1.0896200366994044,4.3580163851701625,0.0,0.0,0.0,0.0,0.0,-6.376471872128526e-11
40,1,1.0575158589050648,-3.217345448556975,0.0,0.0,0.46,-0.21,0.0,-2.5043679576312624e-10
41,1,1.0682927236998874,-1.3711273098353471,0.0,0.0,0.86,0.0,0.0,-2.951331609675875e-10
42,1,1.0881331455545564,2.807165919434548,0.0,0.0,0.0,0.0,0.0,-7.674212506716372e-11
43,1,1.0531015080027961,-7.142318645448781,0.0,0.0,0.39,0.09,0.0,-1.0673450642939515e-10
44,1,1.0789713889125547,-8.114794482136368,0.0,0.0,1.95,0.29,0.0,-6.652308895752921e-14
45,1,1.0737508373758649,-5.442617740339945,0.0,0.0,0.0,0.0,0.0,-2.714851911757249e-13
46,1,1.0998473252156582,-2.8274695480235903,0.0,0.0,0.0,0.0,0.0,-1.829438158468086e-13
47,1,1.0159557940233361,-14.385653295482351,0.0,0.0,0.58,0.11800000000000001,0.0,-3.137812104762694e-12
48,1,1.024941593656103,-5.618048871900114,0.0,0.0,0.41,0.19,0.0,-1.1569996101270939e-10
49,1,1.0511211220737227,-0.8699002130742858,0.0,0.0,0.92,0.26,0.0,-1.2602052088962634e-9
51,1,1.0506097165590718,-1.6799350621976665,0.0,0.0,-0.05,0.05,0.0,-6.54180128779988e-10
52,1,1.0249707996849928,-3.297921836902429,0.0,0.0,0.61,0.28,0.0,-3.88814169580039e-10
53,1,1.0483407431834493,-7.860757106851911,0.0,0.0,0.69,0.03,0.0,-9.924346102714163e-11
54,1,1.0562062661986922,-6.597346405551426,0.0,0.0,0.1,0.01,0.0,-8.561740158050256e-11
55,1,1.041132737385408,-2.21812983869313,0.0,0.0,0.22,0.1,0.0,-1.778383381900394e-10
57,1,1.048254110958683,5.536855895136067,0.0,0.0,0.98,0.2,0.0,-3.4515315837313237e-11
58,1,1.032894407204956,8.353618406445882,0.0,0.0,0.14,0.01,0.0,-9.130055668503176e-12
59,1,1.0269652635605844,9.35378392278071,0.0,0.0,2.18,1.06,0.0,-2.510276502539373e-12
60,1,1.0664384760063292,1.9093544030244392,0.0,0.0,0.0,0.0,0.0,1.639084345997157e-12
61,1,1.040773430627608,11.200262458800436,0.0,0.0,2.27,1.1,0.0,-9.70611063081068e-13
62,1,1.057628860917317,13.946608225053069,0.0,0.0,0.0,0.0,0.0,1.673801333255527e-12
63,2,0.9579999999492766,-2.1369055259177667,0.0,0.09303668209893026,0.7,0.3,0.0,-3.1882614665197658e-12
64,1,0.9522785958891169,2.649575643907205,0.0,0.0,0.0,0.0,0.0,3.070533180719248e-14
