ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,1,1.0130912402774588,-8.588853787940964,0.0,0.0,0.0,0.0,0.0,-3.339352030876947e-5
2,1,1.012512278905107,-8.66053011891359,0.0,0.0,0.428,0.11410000000000001,0.0,-3.3417008866769835e-5
3,1,1.0056934945443368,-9.89254217747208,0.0,0.0,0.0,0.0,0.0,-0.00014602633930832246
4,1,1.0035287249149654,-10.143706949729323,0.0,0.0,1.327,0.3538,0.0,-0.00014640292640649398
5,1,1.0146353383462303,0.9091758502348358,0.0,0.0,0.0,0.0,0.0,-2.6369279999373756e-7
6,1,1.0145876333648631,0.9030693809775808,0.0,0.0,0.03213,0.00857,0.0,-2.6367437135282713e-7
7,1,1.0379946111704506,-4.780817822653502,0.0,0.0,0.0,0.0,0.0,-5.0230753521910265e-5
8,1,1.0288084344906137,-6.548093439916884,0.0,0.0,0.0,0.0,0.0,-0.00011566619415210309
9,2,1.047668616989342,-2.015614673111447,7.718,1.6062122027013386,0.0,0.0,0.0,0.0
10,1,1.0167854253030855,-11.854576716880425,0.0,0.0,0.0,0.0,0.0,-8.804490839688094e-5
11,1,1.0167490291463686,-11.858725859565768,0.0,0.0,0.02472,0.00659,0.0,-8.804852305369268e-5
12,1,0.9923992334448213,-12.725917220949311,0.0,0.0,0.0,0.0,0.0,9.232235135791696e-6
13,1,0.991851994452971,-12.790114460184206,0.0,0.0,0.3716,0.09910000000000001,0.0,9.23858297834226e-6
14,1,1.0304302722486713,-2.4799974918459333,0.0,0.0,0.0,0.0,0.0,4.7219727041025324e-6
15,1,1.0219675964729733,-4.87113784518804,0.0,0.0,0.0,0.0,0.0,4.063655817815492e-6
16,2,1.0395941549290504,0.3645974181823692,4.444,0.7818946223636154,0.0,0.0,0.0,0.0
17,3,1.0393219977883192,0.0,6.473310550034973,1.282422631843366,0.0,0.0,0.0,0.0
18,2,1.0399044063306724,1.81863061889749,1.5759999999999998,0.2078793830933183,0.0,0.0,0.0,0.0
19,1,1.018762472203922,-12.15856586926085,0.0,0.0,0.0,0.0,0.0,-3.820027418555413e-5
20,1,1.018692280441449,-12.167949109606157,0.0,0.0,0.045419999999999995,0.012110000000000001,0.0,-3.820382996242415e-5
21,1,1.0105950879043353,-10.177985739782294,0.0,0.0,0.0,0.0,0.0,-4.531341330771182e-5
22,1,1.0084716863413952,-10.430237028155961,0.0,0.0,1.4869999999999999,0.39649999999999996,0.0,-4.54305531416508e-5
23,1,1.0268375238771044,-5.8692447303586945,0.0,0.0,0.0,0.0,0.0,-2.9461805466690068e-5
24,1,1.0117578396292652,-8.547421289653164,0.0,0.0,0.0,0.0,0.0,-3.544075318165904e-5
25,1,1.0117222848955565,-8.551850817063633,0.0,0.0,0.02283,0.00609,0.0,-3.544229894631302e-5
26,1,1.0114240976370488,-8.590829645394964,0.0,0.0,0.21660000000000001,0.05777,0.0,-3.545592857205805e-5
