ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM,Slack_VLIM
1,1,1.013091240277458,-8.588853787941199,0.0,0.0,0.0,0.0,0.0,-3.3393520308752616e-5
2,1,1.012512278905106,-8.660530118913822,0.0,0.0,0.428,0.11410000000000001,0.0,-3.341700886675296e-5
3,1,1.0056934945443383,-9.892542177472208,0.0,0.0,0.0,0.0,0.0,-0.00014602633930824605
4,1,1.003528724914967,-10.143706949729449,0.0,0.0,1.327,0.3538,0.0,-0.0001464029264064174
5,1,1.0146353383462297,0.909175850234715,0.0,0.0,0.0,0.0,0.0,-2.636927999940864e-7
6,1,1.0145876333648625,0.9030693809774605,0.0,0.0,0.03213,0.00857,0.0,-2.6367437135317595e-7
7,1,1.03799461117045,-4.780817822653594,0.0,0.0,0.0,0.0,0.0,-5.023075352189673e-5
8,1,1.0288084344906139,-6.548093439916983,0.0,0.0,0.0,0.0,0.0,-0.00011566619415206457
9,2,1.04766861698934,-2.015614673111531,7.718,1.6062122027010497,0.0,0.0,0.0,0.0
10,1,1.0167854253030904,-11.854576716880318,0.0,0.0,0.0,0.0,0.0,-8.804490839579518e-5
11,1,1.016749029146373,-11.858725859565656,0.0,0.0,0.02472,0.00659,0.0,-8.804852305260688e-5
12,1,0.9923992334448181,-12.725917220949315,0.0,0.0,0.0,0.0,0.0,9.2322351358211e-6
13,1,0.9918519944529677,-12.790114460184213,0.0,0.0,0.3716,0.09910000000000001,0.0,9.238582978371686e-6
14,1,1.0304302722486718,-2.479997491845917,0.0,0.0,0.0,0.0,0.0,4.721972704107984e-6
15,1,1.021967596472979,-4.871137845188003,0.0,0.0,0.0,0.0,0.0,4.0636558178334015e-6
16,2,1.0395941549290497,0.3645974181823894,4.444,0.7818946223635176,0.0,0.0,0.0,0.0
17,3,1.0393219977883186,0.0,6.473310550034924,1.282422631843208,0.0,0.0,0.0,0.0
18,2,1.0399044063306724,1.8186306188975043,1.5759999999999998,0.20787938309330461,0.0,0.0,0.0,0.0
19,1,1.018762472203929,-12.158565869260773,0.0,0.0,0.0,0.0,0.0,-3.8200274185478745e-5
20,1,1.0186922804414562,-12.167949109606077,0.0,0.0,0.045419999999999995,0.012110000000000001,0.0,-3.820382996234875e-5
21,1,1.0105950879043402,-10.177985739782336,0.0,0.0,0.0,0.0,0.0,-4.531341330765883e-5
22,1,1.0084716863414003,-10.430237028156004,0.0,0.0,1.4869999999999999,0.39649999999999996,0.0,-4.543055314159767e-5
23,1,1.0268375238771048,-5.869244730358718,0.0,0.0,0.0,0.0,0.0,-2.946180546663566e-5
24,1,1.0117578396292666,-8.547421289653174,0.0,0.0,0.0,0.0,0.0,-3.5440753181479e-5
25,1,1.0117222848955578,-8.551850817063645,0.0,0.0,0.02283,0.00609,0.0,-3.544229894613297e-5
26,1,1.0114240976370499,-8.590829645394976,0.0,0.0,0.21660000000000001,0.05777,0.0,-3.545592857187793e-5
27,1,1.0126138320058546,-14.112070571007592,0.0,0.0,0.0,0.0,0.0,-3.464043917254541e-13
28,1,1.011526471714226,-14.245128062136658,0.0,0.0,0.6293,0.1678,0.0,1.3146037793994142e-9
29,1,1.0085423085888396,-12.417560324449074,0.0,0.0,0.0,0.0,0.0,-0.00017590748728367928
30,1,1.0070529658871172,-12.594317494977583,0.0,0.0,0.9997,0.2666,0.0,-0.00017622717299260808
