ID_Linha,De,Para,Pf_pu,Qf_pu,Pt_pu,Qt_pu,Perda_pu,Tap
1,242,287,-0.8763559983249254,-0.01232712800912611,0.8817309877469033,0.041740514908229,0.005374989421977894,1.0
2,325,324,-1.0349999999999964,-0.27590828008249957,1.0356323100893758,0.28028190546872167,0.0006323100893794731,1.0
3,2,1,-0.4279999999999886,-0.11406658299100939,0.4281016207203818,0.11466744659899489,0.00010162072039321401,1.0
4,38,37,-0.0012900000000061968,-0.00033593423374864086,0.001290000932586432,0.00033594076568274557,9.325802352577739e-10,1.0
5,423,496,-1.8984198944740054,-0.1695602494373689,1.912084640727228,0.2890568007293497,0.01366474625322267,1.0
6,77,76,-0.06951000000001738,-0.018536392859222667,0.06951346997147777,0.01855293239082297,3.4699714603902976e-6,1.0
7,294,293,-0.2560999999999872,-0.0682782846797021,0.25614356364449054,0.06850044441233183,4.3563644503308296e-5,1.0
8,27,382,0.4111411595253648,0.15138663951743841,-0.4105046327846874,-0.1567123719438664,0.0006365267406773789,1.0
9,377,376,-0.9038999999999936,-0.24098346454262384,0.9043334328502658,0.2438805300591733,0.00043343285027219736,1.0
10,46,156,0.3896470332571399,0.13707408023212345,-0.3884955901086443,-0.14619629966587958,0.001151443148495579,1.0
11,387,470,0.9081511442913414,0.1593063833404701,-0.9064057474327495,-0.15050721368353115,0.0017453968585918744,1.0
12,495,449,-0.4035906387990976,-0.11288772581605591,0.40389320806907236,0.1098091059030937,0.00030256926997473954,1.0
13,365,374,0.3012396420705824,0.07902113763662505,-0.30096663015905734,-0.08529454369195327,0.0002730119115250673,1.0
14,263,491,0.9876299502676731,0.07103075946756356,-0.9843632373756446,-0.050768376186921885,0.0032667128920285116,1.0
15,285,487,1.0602932832844332,-0.09517644496346173,-1.0566952933965632,0.11949878967526012,0.003597989887869968,1.0
16,401,5,1.20492453741241,-0.2456824285127889,-1.197667159320633,0.29988420394979676,0.007257378091777067,1.0
17,237,236,-0.02711999999999348,-0.007206281951780558,0.02712052422115063,0.007208802413756577,5.242211571498956e-7,1.0
18,133,369,-0.3183772760254161,-0.060860794318908874,0.31899998692369025,0.04591996285525433,0.000622710898274148,1.0
19,493,380,0.865829290709502,0.09422331074079081,-0.8633145665862014,-0.08089707909792308,0.00251472412330056,1.0
20,322,208,1.271267467497672,-0.4463856694326921,-1.266061585841419,0.4874746645405551,0.00520588165625302,1.0
21,178,176,-0.06812999999998585,-0.018164995485325425,0.06813324808586078,0.018179972084727842,3.2480858749295294e-6,1.0
22,263,276,1.1661534705524483,0.6297885683503568,-1.1646931122366928,-0.618534279879704,0.0014603583157555278,1.0
23,148,147,-0.5742000000000029,-0.15306934860920468,0.5744022027974847,0.15441182916985657,0.00020220279748173198,1.0
24,177,176,-0.08780999999998831,-0.023414995220928533,0.08781439311016973,0.02344376567740973,4.393110181410975e-6,1.0
25,217,216,-0.5509999999999994,-0.14690415145577995,0.5511989005533852,0.14794151729200544,0.0001989005533857835,1.0
26,173,172,-0.03135000000001399,-0.008371970526608959,0.031350704131835286,0.008375237744216531,7.041318212941405e-7,1.0
27,368,367,-0.11450000000000694,-0.03054245190036582,0.11450704420039438,0.03058628111698809,7.044200387440469e-6,1.0
28,66,308,0.569007851398943,0.06459784418243303,-0.566748044055187,-0.066016187071195,0.0022598073437560817,1.0
29,379,378,-0.13010000000000188,-0.03469391186726131,0.13011021621989327,0.034760421792409096,1.021621989139021e-5,1.0
30,236,106,0.5676966454907829,0.008276940943188024,-0.5667363989140127,-0.00913894071226666,0.0009602465767701851,1.0
31,232,371,-0.422734898734603,0.1532818169960681,0.4228417293374239,-0.29798715536659626,0.0001068306028209065,1.0
32,58,253,0.7339134312272199,0.19403375573749368,-0.7313028433815026,-0.1829266633560925,0.002610587845717216,1.0
33,179,374,-0.053220982489592054,-0.03105725770482385,0.053233976569276746,0.019394280168608925,1.2994079684691684e-5,1.0
34,366,365,-0.5649000000000001,-0.1504430868297465,0.565082479749185,0.1517637545006284,0.00018247974918494947,1.0
35,315,314,-0.004260000000006209,-0.001163826369801783,0.004260010207044979,0.0011638862331409575,1.0207038769749488e-8,1.0
36,204,202,-0.4566999999999987,-0.1218191946042591,0.4568231173245047,0.12268493354878524,0.00012311732450598356,1.0
37,259,253,-0.08160000000000228,-0.021766760359723226,0.08160473565896414,0.021792754188338127,4.73565896186301e-6,1.0
38,160,399,-0.12765201005293328,-0.07229566114790303,0.12773142098745963,0.05940309222799017,7.941093452634718e-5,1.0
39,308,500,-0.2567052279043468,-0.07939271826465893,0.257180954427605,0.061648099848739146,0.0004757265232582242,1.0
40,336,93,0.4773716874162238,-0.05351871046217148,-0.47608257301793844,0.04588890776868147,0.0012891143982853848,1.0
