caso,script,bus_id,vm_pu,va_rad,pd_pu,qd_pu,pg_pu,qg_pu,bus_type
500bus.pwf,15,1,1.011459763879262,-0.14984793100431723,0.0,0.0,0.0,0.0,1
500bus.pwf,15,2,1.0108797611816802,-0.15110294302214458,0.428,0.11410000000000001,0.0,0.0,1
500bus.pwf,15,3,1.0037442377145456,-0.17274934246073725,0.0,0.0,0.0,0.0,1
500bus.pwf,15,4,1.0015746931489653,-0.17714997595710974,1.327,0.3538,0.0,0.0,1
500bus.pwf,15,5,1.0146960622621282,0.01605079844080618,0.0,0.0,0.0,0.0,1
500bus.pwf,15,6,1.0146483592113096,0.01594423330178611,0.03213,0.00857,0.0,0.0,1
500bus.pwf,15,7,1.0327201586732784,-0.08262253178534394,0.0,0.0,0.0,0.0,1
500bus.pwf,15,8,1.0244477156326872,-0.11375894774383412,0.0,0.0,0.0,0.0,1
500bus.pwf,15,9,1.04,-0.033735058344101045,0.0,0.0,7.718,1.2321814675425853,2
500bus.pwf,15,10,1.0170044090585917,-0.2066195686089423,0.0,0.0,0.0,0.0,1
500bus.pwf,15,11,1.0169677436110989,-0.2066918978857884,0.02472,0.00659,0.0,0.0,1
500bus.pwf,15,12,0.9949937716950557,-0.22144060863432832,0.0,0.0,0.0,0.0,1
500bus.pwf,15,13,0.9944479936264587,-0.22255522857492469,0.3716,0.09910000000000001,0.0,0.0,1
500bus.pwf,15,14,1.0310503531480377,-0.04324707048819904,0.0,0.0,0.0,0.0,1
500bus.pwf,15,15,1.0237375955835757,-0.08503413232352883,0.0,0.0,0.0,0.0,1
500bus.pwf,15,16,1.04,0.006356787684560271,0.0,0.0,4.444,0.7635834577477911,2
500bus.pwf,15,17,1.04,0.0,0.0,0.0,6.476075760444866,1.2915140878946774,3
500bus.pwf,15,18,1.04,0.03174016886786869,0.0,0.0,1.5759999999999998,0.19721425292127442,2
500bus.pwf,15,19,1.0178374894672395,-0.21212859071909768,0.0,0.0,0.0,0.0,1
500bus.pwf,15,20,1.0177670880146492,-0.21229263706103513,0.045419999999999995,0.012110000000000001,0.0,0.0,1
500bus.pwf,15,21,1.0086268999230117,-0.17753464513656164,0.0,0.0,0.0,0.0,1
500bus.pwf,15,22,1.0064991553877165,-0.1819544708337657,1.4869999999999999,0.39649999999999996,0.0,0.0,1
500bus.pwf,15,23,1.0267929821676696,-0.10222160281058199,0.0,0.0,0.0,0.0,1
500bus.pwf,15,24,1.0118363794399166,-0.1489235376650729,0.0,0.0,0.0,0.0,1
500bus.pwf,15,25,1.0118007003473353,-0.14900081428834794,0.02283,0.00609,0.0,0.0,1
500bus.pwf,15,26,1.0115025326613212,-0.14968101936670047,0.21660000000000001,0.05777,0.0,0.0,1
500bus.pwf,15,27,1.0375363963267183,-0.24655901422284676,0.0,0.0,0.0,0.0,1
500bus.pwf,15,28,1.0364753362912347,-0.24877096811203403,0.6293,0.1678,0.0,0.0,1
500bus.pwf,15,29,1.005204191559404,-0.216958178536992,0.0,0.0,0.0,0.0,1
500bus.pwf,15,30,1.0037092765041546,-0.22006362168126353,0.9997,0.2666,0.0,0.0,1
